<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20030828,21,21.3,21,21.3,633200
ADVANC,20030828,58,58,56,57.5,3891900
AEC,20030828,13.2,13.5,13.2,13.5,1826300
AEONTS,20030828,28.4,29.2,28.4,29,521500
AFC,20030828,14.5,14.7,14.4,14.5,20100
AH,20030828,19.879,20.844,19.879,20.844,1715544
AHC,20030828,49.5,50,49.5,50,6500
AIT,20030828,16.4667,17,16.2,16.4,6458550
AJ,20030828,8.6,8.8,8.6,8.8,2605100
AMANAH,20030828,1.472,1.4811,1.4537,1.4811,5895312
AMARIN,20030828,12,12,11.9,11.9,115000
AMATA,20030828,7.8,8.1,7.65,7.9,29144300
AP,20030828,5.85,6.15,5.75,6.15,72100496
APURE,20030828,2.6844,2.72,2.5778,2.6133,8629538
AQ,20030828,11.2326,11.8468,11.2326,11.6713,51416096
ASIAN,20030828,4.125,4.3,4.125,4.3,2731200
ASIMAR,20030828,2.96,2.96,2.84,2.9,5624500
ASP,20030828,4.4,4.5,4.35,4.475,4888000
AYUD,20030828,20.5,20.6,20.4,20.5,6600
BAFS,20030828,9.3301,9.4134,9.0802,9.1635,5314728
BANPU,20030828,56,56,55,55.5,874300
BAT-3K,20030828,66,66.5,66,66,7300
BAY,20030828,10.3,10.5,10.2,10.3,25005582
BBL,20030828,71,73.5,70.5,72.5,4229124
BCP,20030828,7,7.1,6.9,6.95,2964800
BDMS,20030828,5.4947,5.5711,5.4947,5.5711,183448
BEC,20030828,25.2,25.2,24.4,25,5645000
BFIT,20030828,6.85,6.95,6.85,6.95,79000
BIG,20030828,21.1,21.3,20.5,21.3,1600
BIGC,20030828,18.5,18.5,18.4,18.4,254100
BJC,20030828,6.6,6.7,6.6,6.7,3000
BKI,20030828,200,200,200,200,300
BLAND,20030828,0.77,0.795,0.77,0.79,82089000
BROOK,20030828,2.96,3,2.8,2.88,7239100
BTC,20030828,5.95,6.05,5.9,6,6037500
CCET,20030828,3.7,3.7,3.65,3.65,382000
CENTEL,20030828,1.8984,2.0444,1.8984,2.0444,131500
CFRESH,20030828,4.5,4.66,4.5,4.6,1057000
CHARAN,20030828,49,49,49,49,100
CHOTI,20030828,92,92,92,92,200
CHUO,20030828,7.45,7.45,7.45,7.45,100
CI,20030828,11.6,12,11,11.5,6049500
CIMBT,20030828,3.4592,3.5024,3.4592,3.5024,6957680
CK,20030828,3.175,3.3,3.175,3.25,6797000
CM,20030828,4.3157,4.3611,4.2703,4.3611,1047798
CNS,20030828,42.5,43.25,42,43,617400
CPF,20030828,5.1,5.25,5.05,5.25,19276702
CPH,20030828,13.1,13.6,13,13.1,388500
CPI,20030828,4.9397,5.1819,4.9397,5.1819,4086017
CPL,20030828,43,43,43,43,21400
CPN,20030828,8.6,9.1,8.6,9.1,2113000
CSC,20030828,24.1,24.8,24,24.8,227000
CSR,20030828,42.75,42.75,42.75,42.75,500
CTW,20030828,12.1,13,12.1,12.7,1006600
CWT,20030828,5.1,5.25,5,5.15,197600
DCC,20030828,15.7,16,15.5,15.9,1386700
DELTA,20030828,31,31.75,31,31.75,2130900
DRACO,20030828,2.37,2.38,2.37,2.38,23000
DTC,20030828,45,46,40,40.5,485230
EARTH,20030828,4.06,4.26,4.06,4.26,31970900
EGCO,20030828,61.5,61.5,59.5,60,365800
ERW,20030828,2.0333,2.35,2.0333,2.2667,74782352
ESTAR,20030828,1.625,1.675,1.6,1.65,160802656
F&D,20030828,41,41,41,41,100
FANCY,20030828,9.3,9.45,9.3,9.35,1098000
FE,20030828,81,81,79,81,10500
FER,20030828,7,7.3,6.95,7.15,11689600
FNS,20030828,51.5,54,51,54,2119100
GENCO,20030828,2.22,2.26,2.14,2.2,78907400
GFPT,20030828,3.1,3.225,3.1,3.225,6917000
GOLD,20030828,13.3,14.1,13.3,13.9,11099300
GRAMMY,20030828,21.6,21.7,21.5,21.7,466400
GYT,20030828,416,416,416,416,4100
HANA,20030828,19.3,19.5,19,19.2,1612000
HMPRO,20030828,0.9561,0.9852,0.9561,0.9852,10580604
HTC,20030828,5.85,6.15,5.85,5.9,6764400
ICC,20030828,26.25,26.25,26.25,26.25,1000
IEC,20030828,0.079,0.081,0.078,0.0785,297800000
INET,20030828,5.5,5.6,5.35,5.4,2282300
INTUCH,20030828,20.8,22.2,20.6,22.1,37792680
IRC,20030828,11.9,11.9,11.7,11.8,249000
IRCP,20030828,7.75,7.75,7.55,7.6,1043600
IRPC,20030828,4.8506,4.9476,4.7778,4.8506,90991248
IT,20030828,3.8,3.84,3.76,3.8,1643900
ITD,20030828,5.05,5.4,5.05,5.25,27199090
JAS,20030828,1.11,1.14,1.07,1.08,719601984
JCT,20030828,11.5,13.8,11.3,13.8,50100
JUTHA,20030828,5,5.15,4.94,5,1828700
KBANK,20030828,41.5,42,41.25,42,4272250
KCE,20030828,5.8224,5.9,5.5507,5.5895,6929397
KDH,20030828,22.4,22.7,22.3,22.7,14600
KGI,20030828,3.96,4,3.9,4,94531224
KKC,20030828,9.3692,9.3692,9.3692,9.3692,12273
KKP,20030828,35,35.25,34.5,35,3025300
KTB,20030828,10.4,10.6,10.1,10.4,25451980
KTC,20030828,27.0286,28.2857,27.0286,28.1286,665477
KWG,20030828,9,9.25,8.6,8.7,8166874
KYE,20030828,80,80,78.5,79,22400
LALIN,20030828,8.55,9.05,8.55,9,2037000
LANNA,20030828,4.16,4.3,4.16,4.24,915000
LEE,20030828,3.2667,3.3067,3.2533,3.2933,324750
LH,20030828,10.3,10.7,10.2,10.7,9272670
LOXLEY,20030828,2.49,2.6,2.48,2.6,77396496
LPN,20030828,2.9808,3.2444,2.9808,3.1633,72278392
LRH,20030828,18.9721,19.9033,18.6229,19.5541,22552
LST,20030828,2.5,2.525,2.5,2.5,44900
LTX,20030828,51,51,49,50.5,40100
M-CHAI,20030828,21.5,21.5,21.5,21.5,100
MAJOR,20030828,15.2,15.3,15.1,15.2,1251100
MAKRO,20030828,33.5,33.75,33.5,33.75,307300
MALEE,20030828,6.85,7.2,6.8,7.05,3151900
MANRIN,20030828,19,20,19,20,3000
