<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20090123,2.65,2.66,2.63,2.64,69200
TDEX,20090123,3.09,3.11,3.07,3.07,3709900
A,20090123,3.28,3.28,3.26,3.28,76000
ACC,20090123,2.46,2.48,2.4,2.42,59500
ADAM,20090123,1.64,1.68,1.58,1.58,1756400
ADVANC,20090123,72.5,73,72,72,3125935
AH,20090123,3.44,3.52,3.44,3.44,103100
AI,20090123,3.22,3.26,3.18,3.22,95400
AIT,20090123,11.7,11.7,11.7,11.7,39800
AJ,20090123,3.04,3.04,3,3,85200
AKR,20090123,0.94,1,0.94,0.95,9307100
AMANAH,20090123,0.27,0.31,0.27,0.29,17576100
AMATA,20090123,3.9,3.92,3.82,3.84,3904701
AMC,20090123,1.05,1.11,1.04,1.04,3020200
AOT,20090123,17.9,18.1,17.9,18.1,336100
AP,20090123,2.14,2.18,2.12,2.14,7586600
AQ,20090123,0.27,0.27,0.25,0.25,4556600
AS,20090123,6.95,7,6.95,7,220200
ASIAN,20090123,1.68,1.74,1.68,1.74,19000
ASIMAR,20090123,1.05,1.07,1.05,1.07,140100
ASK,20090123,3.78,3.78,3.78,3.78,600
ASP,20090123,1.13,1.13,1.11,1.12,1173000
AYUD,20090123,10.8,10.8,10.8,10.8,32101
BAFS,20090123,5.3,5.3,5.25,5.3,74000
BANPU,20090123,220,222,218,218,1694429
BAT-3K,20090123,28.25,28.25,28.25,28.25,3800
BAY,20090123,8.8,8.8,8.7,8.75,9044450
BBL,20090123,70.5,71.5,70,71.5,3291551
BCH,20090123,4.2286,4.3714,4.1714,4.2857,1058200
BCP,20090123,7.3,7.3,7.25,7.25,220900
BDMS,20090123,16.9,17,16.8,16.9,205300
BEC,20090123,19.6,19.6,19.4,19.5,2452400
BGT,20090123,1.92,1.96,1.91,1.91,137300
BH,20090123,20.8,21.1,20.8,21.1,114100
BIGC,20090123,36.75,36.75,36.75,36.75,20100
BJC,20090123,4.3,4.3,4.24,4.3,1200
BKI,20090123,124.667,124.667,124.667,124.667,150
BLAND,20090123,0.23,0.24,0.22,0.22,49249900
BLISS,20090123,0.36,0.36,0.32,0.36,7585000
BOL,20090123,1.36,1.37,1.3,1.3,371800
BROCK,20090123,0.56,0.56,0.53,0.53,4582200
BROOK,20090123,0.28,0.31,0.28,0.28,6500000
BSBM,20090123,1.04,1.04,1.02,1.03,183500
BSM,20090123,0.53,0.56,0.51,0.51,486100
BTC,20090123,0.33,0.37,0.33,0.34,2800800
BTS,20090123,0.3391,0.3579,0.3108,0.3108,83380640
BWG,20090123,1.92,1.94,1.88,1.88,6942400
CCET,20090123,1.59,1.59,1.57,1.57,1297400
