<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19971003,2.6,2.9,2.6,2.9,10500
ACC,19971003,16.2,16.2,16.2,16.2,59000
ADVANC,19971003,25.6,26,24.6,25.4,1180900
AMARIN,19971003,2.625,2.625,2.625,2.625,5000
ASIMAR,19971003,1.7169,1.7527,1.7169,1.7527,48225
ASP,19971003,2.8,2.85,2.775,2.85,68000
BANPU,19971003,104.92,104.92,104.26,104.26,106800
BAT-3K,19971003,34,34,34,34,1000
BAY,19971003,50.544,50.976,48.816,48.816,351273
BBL,19971003,130,131,126,129,735910
BCP,19971003,10.5,10.5,10.25,10.5,156200
BDMS,19971003,1.8316,1.9079,1.8316,1.9079,26206
BEC,19971003,24.4,25.8,24.2,25.8,1797000
BFIT,19971003,19.625,20,19.625,20,1000
BIGC,19971003,9.6,9.6,9.4,9.4,15600
BJC,19971003,6,6,6,6,22600
BLAND,19971003,0.46,0.46,0.45,0.46,460000
BTS,19971003,5.3683,5.4625,5.18,5.18,282646
BUI,19971003,9.9306,9.9306,9.9306,9.9306,6152
CEN,19971003,0.4,0.4,0.4,0.4,20000
CHARAN,19971003,25,25,25,25,1100
CHOTI,19971003,58,58,58,58,200
CIMBT,19971003,7.7832,7.7832,7.7832,7.7832,230
CK,19971003,8.3,8.35,8.2,8.3,202000
CM,19971003,1.3669,1.6403,1.3669,1.6403,39504
CNS,19971003,13.75,13.75,13.25,13.5,78300
CNT,19971003,1.4,1.4,1.4,1.4,54000
CPF,19971003,4.05,4.05,3.9967,3.9967,2985580
CPH,19971003,100,100,99,99,700
CPL,19971003,8.3,9,8.3,9,1800
CSC,19971003,10,10,10,10,30000
CTW,19971003,11.5263,11.5263,11.5263,11.5263,680
CWT,19971003,9.75,10.375,9.75,10.375,800
DCC,19971003,0.14,0.14,0.14,0.14,172000
DELTA,19971003,34.4,37.8,34.4,37.8,2750200
DRACO,19971003,2.425,2.65,2.425,2.65,76800
DTC,19971003,34.75,34.75,34.75,34.75,5000
EASTW,19971003,4.325,4.4,4.3,4.325,513400
EGCO,19971003,62,62.5,61.5,62,343100
EMC,19971003,34,35.5,32,32.75,2220
EPCO,19971003,1.5,1.5,1.5,1.5,1600
