<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20010126,12.7,12.7,12.6,12.6,7000
ADVANC,20010126,44,44.4,43,43.4,637000
AFC,20010126,6,9.6,6,7.8,16100
AMARIN,20010126,2.25,2.25,2.25,2.25,10000
AP,20010126,0.35,0.35,0.34,0.34,735000
APURE,20010126,1.5111,1.6,1.4222,1.5111,1138275
AQ,20010126,2.7204,2.7204,2.2816,2.3694,11259916
ASIA,20010126,8.9,8.9,8.9,8.9,100
ASIMAR,20010126,0.5008,0.5008,0.5008,0.5008,698
ASP,20010126,4.025,4.075,3.725,3.75,12754000
AYUD,20010126,94,94,93.5,93.5,18700
BANPU,20010126,19,20,18.5,18.5,8168500
BAT-3K,20010126,19.5,19.5,18.75,19,62400
BAY,20010126,9.9,10,8.9,9.1,115628896
BBL,20010126,43,44.25,39.75,40.25,12819800
BCP,20010126,5.5,5.7,5.2,5.2,2525800
BDMS,20010126,1.4882,1.4882,1.4882,1.4882,70758
BEC,20010126,24.4,24.4,23.2,23.4,5037000
BFIT,20010126,10.5,10.5,9.25,9.375,1551400
BIG,20010126,28,28,27.75,27.75,24100
BIGC,20010126,15,15,14.25,14.5,1817600
BJC,20010126,2.575,2.575,2.475,2.475,149800
BKI,20010126,54.6657,54.6657,54.6657,54.6657,4500
BLAND,20010126,0.41,0.42,0.36,0.36,97301000
BTNC,20010126,8.3,8.3,8.3,8.3,1000
BTS,20010126,3.9556,4.0498,3.3905,3.3905,15482367
CCET,20010126,2.925,2.925,2.8,2.8,7593000
CENTEL,20010126,0.7082,0.7082,0.701,0.701,198600
CFRESH,20010126,4.1002,4.1002,4.1002,4.1002,8999
CHOTI,20010126,160,162,160,161,4600
CK,20010126,1.325,1.35,1.225,1.225,2504000
CM,20010126,3.0891,3.0891,3.0664,3.0664,59433
CNS,20010126,36.5,37.75,33,34,2649800
CPF,20010126,4.35,4.375,4.25,4.275,11141000
CPH,20010126,3.5,3.5,3.3,3.3,224000
CPL,20010126,18.5,18.5,18,18,12000
CPN,20010126,1.4805,1.4805,1.4252,1.4529,72270
CSC,20010126,6.2,6.3,6,6.2,26200
CTW,20010126,7.125,7.25,6.5,6.625,730600
CWT,20010126,2.25,2.25,2.15,2.25,57200
DCC,20010126,0.93,0.93,0.91,0.91,20000
DELTA,20010126,23.2,23.2,22,22,875000
DRACO,20010126,1.525,1.525,1.425,1.475,132500
DTC,20010126,23,23,23,23,2100
DTCI,20010126,8.9,8.9,8.1,8.1,2000
EASTW,20010126,2.775,2.775,2.75,2.75,1194000
EGCO,20010126,32.5,32.75,30.75,31,1332300
ERW,20010126,1.1,1.1167,1.0167,1.0167,11174400
ESTAR,20010126,0.475,0.5,0.425,0.425,32878000
FE,20010126,105,105,104,104,1600
FMT,20010126,21.75,21.75,21.25,21.75,12200
GEL,20010126,0.5285,0.5974,0.5055,0.5974,211958
GENCO,20010126,1.58,1.63,1.53,1.53,20185000
GFPT,20010126,0.5175,0.5431,0.5175,0.5431,945390
GOLD,20010126,7.3,7.8,7.3,7.5,15381700
GRAMMY,20010126,10,10.5,9.8,9.95,2205000
GYT,20010126,166,166,166,166,100
HANA,20010126,21.4,21.4,20,20.2,19394000
IEC,20010126,0.08,0.082,0.073,0.074,220620000
INTUCH,20010126,20,20.2,19.5,19.6,3337360
IRC,20010126,1.45,1.45,1.425,1.425,80000
IRPC,20010126,1.8917,2.0372,1.8432,1.8432,61256540
ITD,20010126,1.525,1.55,1.375,1.4,8587000
JAS,20010126,1.175,1.175,1.05,1.05,117620000
JUTHA,20010126,2.8,2.8,2.7,2.7,37100
KBANK,20010126,28,28.75,26.25,26.25,26225876
KCE,20010126,5.8224,5.8224,5.6283,5.6671,4482712
KDH,20010126,5.7,5.7,5.6,5.6,16800
KGI,20010126,1.8132,2.1553,1.7789,1.95,379550400
KKP,20010126,29.5,31.5,28,28,15036840
KTB,20010126,15.5,15.75,14.5,14.75,12802104
KWG,20010126,3,3,2.6,2.9,37700
KYE,20010126,75,75,74,74,58500
LANNA,20010126,3.15,3.15,3.15,3.15,76000
LH,20010126,2.325,2.35,2,2.225,16243790
LOXLEY,20010126,2.15,2.175,1.9,1.925,112201008
