<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABC,19920214,36.75,36.75,36.75,36.75,1485
ABICO,19920214,10.9015,11.5245,10.9015,11.213,43340
ADVANC,19920214,4.9746,5.0211,4.9746,4.9746,1785250
AFC,19920214,51.5,52,51.5,52,156364
AHC,19920214,23.925,24.1063,23.5625,24.1063,23448
AJ,19920214,4.6,4.65,4.525,4.625,446000
ALUCON,19920214,137,138,134,135,10800
AMARIN,19920214,8.6551,8.7136,8.3042,8.3627,2530750
ASIA,19920214,46.3877,47.1739,46.3877,47.1739,2289
ASP,19920214,5.884,5.982,5.785,5.834,6970000
AYUD,19920214,248,250,244,246,16800
BANPU,19920214,35.1,36.76,33.68,36.05,592400
BAY,19920214,30.4055,30.5607,29.785,30.2504,772899
BBL,19920214,61.2,64,59.6,62.8,13907380
BDMS,19920214,6.1218,6.2153,6.1218,6.2153,241784
BFIT,19920214,113.621,114.99,113.621,113.621,40130
BH,19920214,16.1026,16.1026,16.1026,16.1026,25148
BIG,19920214,48.25,49.5,48.25,49.5,8600
BIGC,19920214,15.9823,16.1112,15.8534,16.1112,14740
BJC,19920214,5.2444,5.6,5.2444,5.5556,31950
BKI,19920214,192.327,195.905,187.854,195.905,11724
BLAND,19920214,20,20.6,19.5,19.9,100054000
BTNC,19920214,42,42.5,41,42,14300
BTS,19920214,134.679,141.272,132.796,141.272,19251160
BUI,19920214,72.4296,72.4296,71.6158,71.6158,14499
CEN,19920214,5.474,5.6181,5.378,5.6181,87460
CENTEL,19920214,2.7001,2.7242,2.676,2.7242,1297000
CIMBT,19920214,25.0792,25.0792,24.9927,24.9927,9897
CNS,19920214,54.4595,54.7476,54.1713,54.4595,127711
CNT,19920214,35.2122,35.9903,35.0176,35.7958,877442
CPF,19920214,4.423,4.423,4.3431,4.423,1217876
CSC,19920214,57.874,57.874,57.874,57.874,6042
CTW,19920214,34.4503,34.4503,33.567,33.567,39733
CWT,19920214,61.0071,61.3333,60.3546,60.6809,1123708
DCC,19920214,3.6,3.75,3.6,3.7,260000
DTC,19920214,99.9515,99.9515,99.9515,99.9515,9402
EE,19920214,9.8,9.8,9.5,9.75,251000
ERW,19920214,5.7372,5.8933,5.7372,5.8933,1222496
FE,19920214,144,148,144,148,200
GEL,19920214,20.6457,20.7672,20.6457,20.7672,46108
GYT,19920214,360,366,360,364,1600
HTC,19920214,4.5692,4.6119,4.5265,4.6119,106550
ICC,19920214,356.923,359.154,356.923,359.154,17602
IEC,19920214,1.1248,1.1386,1.0972,1.1317,29040400
IFEC,19920214,5.1565,5.1565,4.7096,4.8815,1198480
INSURE,19920214,74,74,74,74,1400
INTUCH,19920214,7.8315,7.8315,7.6078,7.6637,2801229
JCT,19920214,33.6812,33.8841,33.6812,33.8841,616
JUTHA,19920214,49.3837,49.8131,48.9542,48.9542,47270
KBANK,19920214,25.9608,26.1989,25.2462,25.8417,3399082
KCE,19920214,4.5163,4.5163,4.4005,4.4776,287558
KDH,19920214,40.5,40.5,40.25,40.25,6092
KGI,19920214,10.7478,10.7478,10.4533,10.4533,983489
KKC,19920214,4.4744,4.5422,4.4405,4.5083,237481
KKP,19920214,58.044,58.8791,58.044,58.8791,228935
KTB,19920214,11.8994,12.2833,11.6115,11.9954,4358077
KWC,19920214,140,140,140,140,200
LEE,19920214,1.3917,1.3917,1.3667,1.375,1419000
LH,19920214,8.5092,8.5731,8.3172,8.3172,7382133
LTX,19920214,50,51,50,51,3200
MANRIN,19920214,42,43,42,43,31800
MATI,19920214,14.0048,14.0048,13.5699,13.5699,34480
MFC,19920214,22.2,22.2,22,22.2,380000
MINT,19920214,0.9575,0.972,0.9575,0.972,2365700
MK,19920214,12.9168,12.9168,12.4349,12.6277,1356925
NC,19920214,41.6612,41.6612,39.7007,39.7007,16220
NEP,19920214,2.375,2.55,2.35,2.45,42681000
NKI,19920214,56.7989,58.6797,56.7989,58.6797,5051
NMG,19920214,47.7514,48.3066,47.4738,47.7514,16567
NPK,19920214,33,33.25,32,33,9300
OHTL,19920214,199,200,198,199,7900
PAF,19920214,11.8018,11.8018,11.6692,11.6692,59198
PDI,19920214,75.744,75.744,74.0608,74.0608,103136
PE,19920214,78.9814,85.4435,78.9814,84.7255,177850
PG,19920214,3.2722,3.4014,3.2722,3.4014,140504
POLAR,19920214,12.2812,12.8395,11.723,12.3743,488500
POST,19920214,9.0563,9.0563,9.0563,9.0563,175568
PR,19920214,19.3829,19.3829,19.3829,19.3829,5931
PRAKIT,19920214,7.9232,8.0786,7.7679,8.0786,770480
PRANDA,19920214,25.6,25.6,24.8,24.8,43000
QH,19920214,5.8995,5.8995,5.752,5.752,524785
RAM,19920214,78,78.5,78,78.5,3300
RCI,19920214,4.679,4.827,4.679,4.728,88000
RCL,19920214,5.8678,5.8678,5.6939,5.7808,483120
ROBINS,19920214,52.96,52.96,51.05,52.41,281000
ROH,19920214,30,30.25,30,30,42900
S&J,19920214,31.3373,31.3373,30.9021,30.9021,10339
