<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20010205,12.6,12.8,12.5,12.5,101000
ADVANC,20010205,45.8,45.8,44.2,45,79000
APURE,20010205,1.6,1.6889,1.5111,1.5111,324337
AQ,20010205,2.4571,2.5449,2.3694,2.3694,3315267
ASIAN,20010205,1.7,1.7,1.7,1.7,13999
ASP,20010205,3.7,3.825,3.6,3.625,3836000
AYUD,20010205,95,95,95,95,3100
BANPU,20010205,18.25,18.5,18,18,1019200
BAT-3K,20010205,18.5,18.5,18.25,18.25,55000
BAY,20010205,9,9.3,8.9,8.9,35181500
BBL,20010205,40.5,41.75,40,40,4580950
BCP,20010205,5.1,5.1,4.9,5,630600
BDMS,20010205,1.45,1.45,1.45,1.45,237172
BEC,20010205,23.8,24,23.6,23.8,2651000
BFIT,20010205,9.375,9.625,9,9.125,519000
BIG,20010205,29.5,30,29.25,29.75,80300
BIGC,20010205,15,15,15,15,58800
BJC,20010205,2.55,2.55,2.525,2.525,33800
BLAND,20010205,0.37,0.39,0.36,0.37,45189000
BTNC,20010205,7.3,7.3,7,7,4000
BTS,20010205,3.7673,3.8614,3.5789,3.6731,4061845
CCET,20010205,2.9,2.9,2.875,2.9,646000
CENTEL,20010205,0.7082,0.7082,0.701,0.701,328700
CFRESH,20010205,4.1002,4.1002,4.0669,4.0669,56996
CHOTI,20010205,166,168,166,168,1100
CK,20010205,1.275,1.325,1.275,1.325,1890000
CNS,20010205,32.75,33.5,31.5,31.5,1339700
CPF,20010205,4.25,4.3,4.225,4.25,2999000
CPH,20010205,3.3,3.6,3.3,3.4,5032700
CPN,20010205,1.4667,1.4944,1.4667,1.4944,75884
CSC,20010205,5.9,5.9,5.7,5.7,117600
CTW,20010205,6.5,6.5,6.375,6.375,204000
DELTA,20010205,20.6,20.8,20.2,20.2,330000
DRACO,20010205,1.4,1.4,1.375,1.375,59000
DTC,20010205,26.25,26.25,26,26,5500
EGCO,20010205,30.75,31,30.5,30.5,158200
ERW,20010205,1,1.0167,0.9833,0.9833,3594000
ESTAR,20010205,0.5,0.55,0.475,0.5,58148000
F&D,20010205,11.5,11.5,11.5,11.5,4000
FE,20010205,102,102,100,100,2500
FMT,20010205,22,22,21.75,22,9800
GEL,20010205,0.5514,0.6204,0.5514,0.6204,458735
GENCO,20010205,1.45,1.45,1.425,1.425,1791000
GFPT,20010205,0.5558,0.5558,0.5431,0.5431,724690
GOLD,20010205,6.8,7.1,6.3,6.4,2579800
GRAMMY,20010205,9.1,9.25,9.05,9.05,711000
GYT,20010205,165,165,165,165,1700
HANA,20010205,18.6,18.6,18,18,8519500
HTC,20010205,2.725,2.75,2.725,2.75,2000
ICC,20010205,103,103,103,103,3000
IEC,20010205,0.073,0.074,0.072,0.072,48850000
INTUCH,20010205,21.6,22.2,21,21,4023000
IRC,20010205,1.425,1.425,1.4,1.4,95000
IRPC,20010205,2.1827,2.2798,2.0372,2.0857,24980458
ITD,20010205,1.425,1.475,1.425,1.425,6686000
JAS,20010205,1.075,1.125,1.05,1.075,47805000
JUTHA,20010205,2.9,2.9,2.9,2.9,200
KBANK,20010205,26.5,27,26,26,7766670
KCE,20010205,5.3954,5.3954,5.2789,5.3178,1467186
KGI,20010205,1.8132,1.8816,1.7447,1.7447,75911312
KKP,20010205,26.25,27.5,26,27,4278700
KTB,20010205,14.5,14.5,14,14.25,3289906
KYE,20010205,76,76,74,74.5,138200
LANNA,20010205,3.1,3.1,3.1,3.1,50000
LH,20010205,2.2,2.25,2.2,2.25,3659270
LOXLEY,20010205,1.85,1.9,1.8,1.825,15128000
LPN,20010205,0.2069,0.2199,0.194,0.194,5718647
LRH,20010205,8.2639,8.3803,8.2639,8.3803,48542
LTX,20010205,28.5,28.5,28.5,28.5,10000
MALEE,20010205,4.7,4.9,4.6,4.7,720200
MATI,20010205,4.375,4.4,4.375,4.4,130000
MBK,20010205,19,19,18.5,18.75,139000
METCO,20010205,70,70,67.5,69.5,20800
MFC,20010205,3.65,3.7,3.65,3.7,15000
MK,20010205,0.54,0.56,0.53,0.54,2695000
MSC,20010205,1.3,1.3,1.3,1.3,50000
NEP,20010205,0.3,0.31,0.3,0.3,1610000
NMG,20010205,15,15.25,14.75,14.75,895900
NOBLE,20010205,1.9764,2.2692,1.9764,1.9764,9108197
NPP,20010205,10.25,10.75,10.25,10.75,11000
NWR,20010205,2.0681,2.1643,2.0681,2.0681,1345266
OGC,20010205,11.25,12.25,11.25,12.25,20000
PDI,20010205,9.9,9.9,9.9,9.9,83800
PG,20010205,2.1528,2.1528,2.1528,2.1528,51096
PK,20010205,0.9,0.9,0.9,0.9,50000
PL,20010205,2.15,2.175,2.075,2.075,926000
POLAR,20010205,1.6471,2.0742,1.6471,2.0742,3440
PR,20010205,48,48,47.75,47.75,37900
PSL,20010205,0.55,0.55,0.5375,0.5375,590000
PTTEP,20010205,21.6,21.8,21.4,21.6,2700880
QH,20010205,0.86,0.92,0.86,0.86,25525500
RAM,20010205,12,12,12,12,1000
RATCH,20010205,13.25,13.5,13,13,1717600
RCL,20010205,2.9,2.9,2.875,2.875,566000
ROCK,20010205,4,4,4,4,14100
ROH,20010205,30,30,30,30,798000
SAMART,20010205,1.775,1.875,1.75,1.75,17161000
SAMCO,20010205,1.025,1.075,1.025,1.025,530000
SAMTEL,20010205,1.7,1.8,1.7,1.7,9566000
SAUCE,20010205,40,40,40,40,61900
SAWANG,20010205,8.8,8.8,8.8,8.8,18300
SCB,20010205,28.5,29.25,28.25,28.5,1938933
SCC,20010205,31,31.4,31,31.2,658000
SCCC,20010205,127,127,127,127,82700
SCP,20010205,2.4,2.4,2.3,2.3,112400
SFP,20010205,34,34.5,34,34.5,9600
SIAM,20010205,2,2,2,2,30000
SINGER,20010205,2.55,2.55,2.55,2.55,25000
SIRI,20010205,4.7567,4.9833,4.6057,4.6057,7170095
SITHAI,20010205,4.7,4.8,4.6,4.6,1165249
SNP,20010205,10.375,10.375,10.25,10.375,81600
SPALI,20010205,0.47,0.47,0.44,0.44,1400000
SSC,20010205,9.3,9.3,9.3,9.3,102000
SSF,20010205,1.0867,1.0867,1.061,1.0696,902801
SSI,20010205,0.34,0.34,0.33,0.33,16171000
SSSC,20010205,1.4668,1.4668,1.4668,1.4668,270871
STA,20010205,1.3155,1.3399,1.3155,1.3399,28730
STANLY,20010205,11.75,11.75,11.625,11.625,24000
STEC,20010205,0.99,1.025,0.95,0.95,3699000
SUC,20010205,12,12.25,12,12,292000
SUSCO,20010205,0.46,0.46,0.44,0.44,4810000
SVH,20010205,8.6,8.6,8,8,16600
SVI,20010205,1.55,1.55,1.475,1.5,1060000
SVOA,20010205,0.83,0.83,0.8,0.8,1605000
TASCO,20010205,12.75,13.25,12.75,12.75,1431700
TC,20010205,13,13.25,13,13.25,79900
TCAP,20010205,9.8,10,9.5,9.5,21717050
TCC,20010205,2.6,2.6,2.5,2.5,72500
TCJ,20010205,3.1,4.1,3.1,3.9,1833000
TCMC,20010205,2.5971,2.7009,2.5971,2.5971,153635
TF,20010205,170,170,170,170,1500
TFD,20010205,0.8806,0.9081,0.8623,0.8806,5645959
TFI,20010205,0.12,0.12,0.12,0.12,555889
TGCI,20010205,0.62,0.62,0.59,0.6,827000
THAI,20010205,36.25,36.5,35.5,36,163500
THCOM,20010205,16.875,17.25,16.75,16.75,1714800
THRE,20010205,3.575,3.575,3.55,3.55,220000
TIP,20010205,5.05,5.05,5.05,5.05,10000
TIPCO,20010205,0.7,0.71,0.7,0.71,59000
TISCO,20010205,20.25,21,20,20.5,2431800
TLUXE,20010205,1.5638,1.5638,1.5401,1.5638,74000
TMB,20010205,7.8431,8.1017,7.7569,7.8431,40442256
TNL,20010205,7.2,7.5,7.2,7.5,16000
TPA,20010205,16.25,16.25,16.25,16.25,1000
TPC,20010205,4.125,4.2,4.125,4.125,312000
TPIPL,20010205,11.25,11.5,10.75,10.75,594478
TPP,20010205,2.3,2.3,2.2,2.2,375000
TR,20010205,7.15,7.15,7.15,7.15,7000
TRITN,20010205,0.2236,0.2378,0.2188,0.2188,4488882
TRU,20010205,2.46,2.56,2.46,2.54,65000
TRUE,20010205,26.75,28.75,26.75,27.25,5258000
TU,20010205,10.5,11.4,10.4,11.2,3445500
TWP,20010205,1.7,1.7,1.7,1.7,160000
UV,20010205,0.95,1.35,0.95,1.35,30000
VIBHA,20010205,0.87,0.92,0.87,0.9,240000
VNG,20010205,1,1,1,1,1000
VNT,20010205,6.4,6.6,6.2,6.3,5492058
WAVE,20010205,9.6,10,9.6,9.6,340700
WG,20010205,9.7,9.7,9.7,9.7,2000
ZMICO,20010205,2.05,2.125,2.05,2.075,6077000
SCB-P,20010205,29,29,28,28.25,72651
TISCO-P,20010205,20.25,20.25,20,20,22000
$AGRI,20010205,42.7,42.97,42.5,42.65,393300
$BANK,20010205,200.42,201.64,194.91,196.13,125694400
