<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19970123,2.8,2.8,2.6,2.8,34900
ADVANC,19970123,25.2,25.6,25,25,2598000
AFC,19970123,9.1,9.1,9.1,9.1,3000
AJ,19970123,0.99,0.99,0.9,0.99,4000
ALUCON,19970123,120,120,120,120,2000
AMARIN,19970123,3,3.225,3,3.2,21000
AP,19970123,2.35,2.35,2.35,2.35,1000
ASIA,19970123,14.5,15.25,14.5,15.25,1466
ASIAN,19970123,2.025,2.025,2.025,2.025,3999
ASIMAR,19970123,2.0746,2.0746,2.0746,2.0746,6989
ASP,19970123,3.1,3.1,3.025,3.05,731000
AYUD,19970123,214,214,214,214,1000
BANPU,19970123,163.93,167.87,163.93,167.87,80800
BAY,19970123,72.576,73.008,67.824,67.824,1342824
BBL,19970123,192,193,189,190,1052090
BCP,19970123,22,22.5,21.5,21.75,392600
BDMS,19970123,2.5184,2.5184,2.4993,2.5184,222758
BEC,19970123,26,26,25.4,25.8,2110000
BFIT,19970123,49.5,49.5,49,49,9600
BH,19970123,3.55,3.55,3.55,3.55,30000
BIGC,19970123,27.75,28,27.25,28,24140
BJC,19970123,10,10.3,9.95,10,34500
BLAND,19970123,1.575,1.625,1.525,1.625,4055000
BTNC,19970123,12.5,12.5,12.5,12.5,2000
BTS,19970123,13.8917,13.8917,12.479,12.7145,757581
BUI,19970123,24.4444,24.4444,24.4444,24.4444,2618
CEN,19970123,2.125,2.125,2.075,2.125,108000
CENTEL,19970123,0.5622,0.5622,0.5549,0.5549,141100
CHARAN,19970123,75,75.5,75,75,3300
CK,19970123,12.3,12.3,12,12.1,416500
CNS,19970123,24.5,25,23.5,24,499200
CNT,19970123,5.3,5.3,5.2,5.2,15074
CPF,19970123,4.4497,4.4497,4.3164,4.3164,22518
CPH,19970123,119,121,116,117,17100
CPL,19970123,8.6,9.1,8.4,9.1,10900
CPN,19970123,4.7876,4.7876,4.7876,4.7876,1806
CTW,19970123,11.9157,11.9157,11.8378,11.8378,32100
CWT,19970123,8.125,8.125,8,8,19800
DELTA,19970123,8.35,8.35,7.65,8,1008000
DRACO,19970123,1.225,1.275,1.225,1.25,40600
DTC,19970123,26.25,26.25,26.25,26.25,400
EE,19970123,0.8,0.8,0.78,0.8,40000
EGCO,19970123,70.5,73.5,70.5,71.5,1861600
EMC,19970123,82.5,85,82,84,4360
EPCO,19970123,4.5,4.65,4.5,4.65,86000
ERW,19970123,2.9881,3.1375,2.9383,3.1375,137545
ESTAR,19970123,0.95,0.95,0.925,0.95,104000
EVER,19970123,16.992,17.4014,16.992,17.4014,21930
FANCY,19970123,0.45,0.45,0.45,0.45,3000
GFPT,19970123,0.3067,0.3067,0.3003,0.3067,125210
GJS,19970123,8,8,7.7,8,161600
GLAND,19970123,180,186,180,186,10600
GOLD,19970123,6.5,6.5,6.1,6.3,2900
GRAMMY,19970123,34.6,34.6,34.2,34.2,15000
GYT,19970123,272,272,270,270,300
HANA,19970123,7.812,8.1891,7.812,7.9736,3684388
ICC,19970123,117,117,117,117,709
IEC,19970123,0.515,0.515,0.49,0.495,12112000
INTUCH,19970123,16.1755,16.5079,15.8432,16.0647,3112156
IRC,19970123,2.9,2.9,2.9,2.9,10000
IRPC,19970123,11.5411,11.7589,11.3234,11.65,1061103
ITD,19970123,14.6,14.6,13.7,13.8,2591000
JAS,19970123,3.8,3.825,3.725,3.8,4244000
JUTHA,19970123,3.9,4,3.9,4,207800
KBANK,19970123,85.3064,85.9677,81.3387,83.3226,1911263
KC,19970123,46.4063,47.4375,46.4063,47.4375,104824
KCE,19970123,7.0536,7.0536,6.7247,6.9074,1121832
KDH,19970123,11.75,14,11.75,14,2200
KGI,19970123,15.6023,15.9113,15.1389,15.1389,5702218
KKP,19970123,35.5,36.25,33.75,33.75,330200
KTB,19970123,54.5,55,52,52.5,4757800
KWG,19970123,110.053,114.756,110.053,114.756,850
KYE,19970123,91.5,92,91.5,92,300
LANNA,19970123,22.2,22.8,22.2,22.4,928000
LH,19970123,10.856,10.978,10.6731,10.856,2449621
LOXLEY,19970123,17.4,18.1,17,17,878490
LPN,19970123,2.134,2.231,2.134,2.231,37113
LRH,19970123,5.8197,6.0525,5.8197,6.0525,18471
LTX,19970123,16.25,16.25,16.25,16.25,2000
M-CHAI,19970123,13.75,13.75,13.75,13.75,7000
MAKRO,19970123,133,134,123,126,76400
MALEE,19970123,12.5,12.75,12.5,12.75,66600
MATI,19970123,7,7,7,7,5000
MAX,19970123,19.4,19.6,19.2,19.5,556000
MBK,19970123,23,23.75,23,23.5,34700
MDX,19970123,18,18,17.25,17.25,7700
METCO,19970123,41.25,41.25,39.5,39.5,105600
MFC,19970123,15.2,15.2,15.1,15.2,58000
MINT,19970123,0.9946,0.9946,0.9946,0.9946,2000
MK,19970123,2.925,3,2.9,3,119190
MODERN,19970123,15,15.5,14.5,15.5,5500
MSC,19970123,1.95,1.95,1.875,1.9,1005000
NC,19970123,14.949,14.949,14.949,14.949,1938
NEP,19970123,0.49,0.49,0.49,0.49,483000
NMG,19970123,69.5,73,69.5,72.5,26100
NPP,19970123,42,45.5,42,45.5,10200
NSI,19970123,94,94,94,94,100
NTV,19970123,29,29.25,28.75,29,2200
NWR,19970123,86.5714,89.4571,77.9143,77.9143,233313
OCC,19970123,39.25,39.25,39.25,39.25,100
OGC,19970123,13,13.5,13,13.5,500
OHTL,19970123,120,120,120,120,200
PAF,19970123,3.1825,3.1825,3.0499,3.1825,12442
PATO,19970123,4.25,4.3,4.25,4.3,10000
PDI,19970123,10.5,10.5,10,10,396450
PE,19970123,21.5,22.25,21.5,22.25,3000
PF,19970123,36,36.5,34,35.25,19100
PK,19970123,1.75,1.775,1.725,1.775,36000
PL,19970123,1.675,1.675,1.65,1.675,407000
POST,19970123,5.15,5.15,4.7,5.1,327000
PRAKIT,19970123,5.2,5.4,5.2,5.4,4000
PRANDA,19970123,2.5,2.575,2.5,2.575,4000
PRECHA,19970123,32.4,32.6,32.4,32.4,25500
PRG,19970123,22.75,23,22.75,23,16500
PSL,19970123,1.875,1.875,1.8125,1.875,78000
PTTEP,19970123,39.6,41.2,39.6,41,973000
QH,19970123,7.1863,7.1863,6.9056,6.9617,307697
RCL,19970123,9.2081,9.2081,9.0479,9.0479,82920
RML,19970123,0.7013,0.7188,0.6943,0.7013,94111
ROBINS,19970123,25.75,26.25,25.75,26,22500
SAMART,19970123,11.2,11.2,10.8,11,278000
SAMCO,19970123,2.2,2.275,2.1,2.25,57000
SAMTEL,19970123,7.9,8,7.8,7.8,953000
SAWANG,19970123,12.75,12.75,12.75,12.75,6000
SCB,19970123,165.246,167.082,156.984,157.902,1584475
SCC,19970123,84.8,85.2,82.4,84,487000
SCCC,19970123,158,161,154,155,651600
SCP,19970123,4.9,5,4.9,5,7500
SE-ED,19970123,3.2173,3.4538,3.2173,3.4538,1291410
SHANG,19970123,23,23,23,23,12600
SIAM,19970123,17.5,17.5,17.5,17.5,1100
SINGER,19970123,15,15,14.8,14.8,64100
SIRI,19970123,12.0806,12.0806,11.3256,11.7031,47017
SITHAI,19970123,134,137,131,132,70246
SKR,19970123,4.1,4.2,4,4.1,27000
SMK,19970123,88.0345,88.0345,88.0345,88.0345,16929
SMPC,19970123,5.2,5.2,5.2,5.2,20000
SNP,19970123,7.75,7.75,7.75,7.75,2000
SPALI,19970123,3.025,3.1,3,3.1,274000
SPI,19970123,63.5,63.5,63.5,63.5,35000
SPORT,19970123,11.8,11.8,11.7,11.8,12000
SSC,19970123,45,45,45,45,102000
SSI,19970123,1.275,1.275,1.2,1.2,10488000
STA,19970123,2.9721,3.0208,2.9721,3.0208,311970
STEC,19970123,5.6,5.95,5.6,5.7,336000
STPI,19970123,2.1,2.175,2.1,2.15,2787000
SUC,19970123,16.75,17,16,16.25,924400
SUSCO,19970123,0.6,0.66,0.58,0.6,6226000
SVH,19970123,15.5,15.5,15.5,15.5,7034
SVOA,19970123,1.65,1.7,1.575,1.6,1228250
SYNTEC,19970123,7.6624,7.7422,7.5028,7.7422,38525
TASCO,19970123,175,175,170,171,150000
TBSP,19970123,23.5,23.5,23.5,23.5,2900
TC,19970123,9,9,8.8,8.8,2300
TCAP,19970123,49.7857,49.7857,46.8571,47.1012,4455380
TCC,19970123,6.6,6.6,6.6,6.6,1600
TCCC,19970123,24.25,24.5,24.25,24.5,5500
TCJ,19970123,116,120,114,115,56500
TCMC,19970123,13.5047,14.5435,13.5047,14.5435,4813
TFD,19970123,3.2105,3.2105,3.1876,3.1876,10901
TFI,19970123,0.4487,0.4695,0.4487,0.4643,162933
TGCI,19970123,3.2,3.2,3.2,3.2,56000
TGPRO,19970123,20.4113,20.5857,19.7135,20.0624,101888
TH,19970123,1.425,1.5,1.4,1.5,41000
THAI,19970123,41,43,40.25,40.5,333400
THCOM,19970123,16.5,16.625,16,16.375,630600
THL,19970123,0.9773,1.0238,0.9773,1.0238,205206
TIP,19970123,7.9,7.9,7.9,7.9,9000
TIPCO,19970123,6.2,6.25,5.9,5.9,386340
TISCO,19970123,115,117,111,112,151200
TIW,19970123,54,54,53,53,1100
TLUXE,19970123,2.282,2.282,2.282,2.282,7000
TMB,19970123,48.8698,49.6843,46.0191,46.8336,3559007
TMD,19970123,11.5,11.75,11.5,11.5,16000
TNL,19970123,4.25,4.25,4.25,4.25,13000
TPA,19970123,24,24,24,24,600
TPC,19970123,8.95,8.95,8.95,8.95,66000
TPIPL,19970123,35.5751,36.328,34.4457,34.8222,771936
TPP,19970123,5.3,5.5,5.3,5.5,6100
TR,19970123,8,8,8,8,5000
TRITN,19970123,5.4226,5.4226,5.2799,5.4226,33678
TRU,19970123,10,10.24,9.84,10.16,2103750
TRUBB,19970123,1.6071,1.6071,1.6071,1.6071,1856
TRUE,19970123,52.5,54.5,52,52.5,1510927
TTA,19970123,1.273,1.364,1.2503,1.364,96777
TTI,19970123,25,26.5,25,26.5,1200
TU,19970123,2.5,2.575,2.5,2.575,25000
TVI,19970123,35.5,35.75,35.5,35.5,6700
TWP,19970123,21.25,21.25,19.75,21,163100
U,19970123,671.535,679.254,671.535,679.254,41
UMI,19970123,1.0512,1.0512,1.0297,1.0297,62930
UP,19970123,15,15,14.75,15,12100
UPOIC,19970123,3.225,3.4,3.225,3.4,5000
UT,19970123,8.7,8.7,8.3,8.3,39800
VARO,19970123,6.9057,7.36,6.9057,6.9057,52495
VIBHA,19970123,1.125,1.175,1.125,1.175,117000
VNG,19970123,2.7,2.8,2.675,2.8,219000
VNT,19970123,5.7,5.9,5.5,5.5,2294905
WAVE,19970123,57.5,59,57.5,57.5,22000
WIIK,19970123,2.7,2.7,2.7,2.7,20000
ZMICO,19970123,2.35,2.4,2.325,2.4,169000
$AGRI,19970123,48.15,48.15,48.15,48.15,146500
$BANK,19970123,883.13,883.13,883.13,883.13,20916752
$COMM,19970123,3782.11,3782.11,3782.11,3782.11,373704
$ENERG,19970123,6851.61,6851.61,6851.61,6851.61,4867500
$ETRON,19970123,440.01,440.01,440.01,440.01,1003720
$FIN,19970123,5195.2,5195.2,5195.2,5195.2,19961646
$FOOD,19970123,2015.48,2015.48,2015.48,2015.48,448832
$HELTH,19970123,177.01,177.01,177.01,177.01,112034
$INSUR,19970123,3536.87,3536.87,3536.87,3536.87,33360
$MINE,19970123,11.65,11.65,11.65,11.65,415550
$PKG,19970123,1243.78,1243.78,1243.78,1243.78,378900
$PROF,19970123,211.45,211.45,211.45,211.45,400
$PROP,19970123,503.77,503.77,503.77,503.77,4318509
$TRANS,19970123,85.76,85.76,85.76,85.76,877720
SET,19970123,860.57,864.48,843.22,849.17,100072368
BAY-F,19970123,83,84,78.5,80.41,255700
BBL-F,19970123,276,278,270,274.87,491500
BLAND-F,19970123,2.975,3.1,2.975,3.017,9000
BTS-F,19970123,20,20,20,20,500
CPF-F,19970123,89.5,89.5,89.5,89.5,1000
EGCO-F,19970123,74.5,76,73.5,75.29,275500
ICC-F,19970123,120,120,120,120,11500
KBANK-F,19970123,109.16,110.969,108.557,110.318,258998
KTB-F,19970123,54.5,54.5,52.5,53.65,454500
LH-F,19970123,21.2,21.4,20.8,21.112,1707000
PTTEP-F,19970123,215,221,215,218.515,111200
QH-F,19970123,6.5,6.5,6.4,6.46,25000
ROBINS-F,19970123,30,30,30,30,175300
SCB-F,19970123,200,204,197,199.01,656677
SCC-F,19970123,92,92,89.6,90.197,690500
SCCC-F,19970123,158,158,158,158,1000
SITHAI-F,19970123,132.69,132.69,132.69,132.69,11400
SPC-F,19970123,64,64,64,64,7000
SUC-F,19970123,22,22,22,22,1000
TCAP-F,19970123,50.5,50.5,48.25,49.49,86900
TF-F,19970123,158,158,157,157.86,34800
TMB-F,19970123,62,62,59,59.82,271700
APX,19970123,24.5071,25.0286,24.2464,25.0286,27808
BECL,19970123,32.5,32.75,31,31.5,314500
BRC,19970123,8.9,9,8.7,9,21900
