<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19951116,10.4447,11.0591,10.4447,11.0591,7975
ACC,19951116,13.5,14,13.5,14,2000
ADVANC,19951116,38.2,38.2,38,38,1912000
AFC,19951116,15,15,14.5,14.75,22000
AJ,19951116,1.4,1.475,1.4,1.475,42000
ALUCON,19951116,126,129,123,129,30100
AP,19951116,5.8855,6.0364,5.8352,6.0364,17891
APURE,19951116,16.8889,16.8889,14.6667,14.6667,225
ASIA,19951116,18,18.5,18,18,5200
ASIAN,19951116,3.175,3.225,3.15,3.225,24000
ASP,19951116,5.95,6.1,5.95,6.1,617000
BANPU,19951116,188.19,188.19,185.57,185.57,31100
BAT-3K,19951116,77.5,78,77.5,78,4900
BAY,19951116,96.1807,97.732,96.1807,97.732,377502
BBL,19951116,196,197,194,195,658140
BCP,19951116,31,32,31,31.5,115400
BDMS,19951116,2.5947,2.5947,2.5566,2.5947,144137
BFIT,19951116,105,107,103,107,6600
BH,19951116,6.6944,6.6944,6.6944,6.6944,3316
BIGC,19951116,11.4883,11.4883,11.4883,11.4883,5048
BJC,19951116,5.55,5.6,5.55,5.6,17200
BLAND,19951116,2.95,3,2.9,2.95,1026000
BTNC,19951116,28.5,28.5,25.25,27,1200
BTS,19951116,28.2544,28.9608,28.0189,28.4899,136864
CEN,19951116,4.95,4.975,4.9,4.925,210000
CENTEL,19951116,1.0222,1.0222,1.0222,1.0222,167100
CHARAN,19951116,75,75.5,74,75.5,700
CK,19951116,17.1451,17.4216,17.1451,17.4216,279170
CNS,19951116,50,51,50,50.5,63900
CNT,19951116,19.848,20.7035,19.848,20.1902,164812
CPF,19951116,6.1283,6.1283,6.0217,6.1283,61925
CPH,19951116,60,61,59.5,60.5,7700
CPI,19951116,2.5377,2.5377,2.5377,2.5377,9033
CPL,19951116,17.75,18,17.75,18,3500
CPN,19951116,4.068,4.068,4.0127,4.0404,3331671
CSC,19951116,58,58,58,58,200
CSR,19951116,50,50,49,50,1200
CWT,19951116,10,10.5,9.75,10.5,71200
DCC,19951116,3.5,3.55,3.4,3.55,41000
DELTA,19951116,10.6,10.7,10.6,10.7,292000
DRACO,19951116,3.25,3.35,3.25,3.35,9800
DTC,19951116,36.5,37.5,36.5,37.5,8300
DTCI,19951116,16,16.5,14.5,15,23000
EE,19951116,1.6,1.65,1.6,1.65,109000
EGCO,19951116,68.5,69,68,69,84380
EPCO,19951116,12.1875,12.75,12,12.75,17200
ERW,19951116,4.4323,4.6813,4.4323,4.6813,110940
ESTAR,19951116,2.375,2.475,2.375,2.475,72596
EVER,19951116,19.6533,19.6533,18.6297,19.6533,49015
FE,19951116,161,164,160,160,5400
GEL,19951116,8.7884,9.1905,8.7884,9.1905,3046
GFPT,19951116,0.6549,0.6708,0.6549,0.6708,909390
GOLD,19951116,21.5,22,21.25,21.25,41400
GRAMMY,19951116,23.4,23.4,23.2,23.2,39000
HANA,19951116,4.9835,5.0374,4.9835,5.0374,118791
ICC,19951116,203,203,184.038,184.038,10493
IEC,19951116,0.92,0.965,0.92,0.935,3980000
IFEC,19951116,2.7,2.85,2.7,2.85,55000
INTUCH,19951116,32.6835,32.7942,32.5727,32.6835,913428
IRC,19951116,7.1426,7.1426,7.1426,7.1426,37240
IRPC,19951116,11.8779,12.1562,11.7851,11.8779,983612
ITD,19951116,26,26.2,26,26,13000
JAS,19951116,13.8,13.9,13.5,13.8,1575000
JUTHA,19951116,24.5,24.5,24,24.5,17700
KBANK,19951116,105.806,106.468,105.145,105.806,1353732
KC,19951116,77.8594,77.8594,74.25,77.8594,24048
KCE,19951116,5.7745,5.7745,5.7014,5.7745,1220334
KDH,19951116,29,29,29,29,100
KGI,19951116,29.5054,29.6599,29.1964,29.3509,1000139
KKC,19951116,4.8883,5.1734,4.7661,4.9698,217253
KKP,19951116,62,63.5,62,63,85566
KTB,19951116,89.5,91,89.5,90,1658382
KWC,19951116,135,144,135,144,200
KWG,19951116,159.906,159.906,157.084,159.906,1754
LANNA,19951116,16.3,16.3,15.9,16.3,61000
LEE,19951116,1.55,1.55,1.5,1.55,861000
LH,19951116,19.3945,19.3945,18.6626,19.3945,1616684
LOXLEY,19951116,44,44.2,44,44,330000
LPN,19951116,3.4273,3.4919,3.4273,3.4919,34021
LRH,19951116,6.9836,7.3328,6.9836,7.3328,6658
LTX,19951116,22,22,22,22,5600
MALEE,19951116,14.8152,15.0707,13.7935,15.0707,2446
MATI,19951116,11.2,11.2,11.1,11.1,2000
MDX,19951116,30,30.25,29.25,30,117000
METCO,19951116,69,69.5,68,69.5,1900
MINT,19951116,0.8771,0.8952,0.8771,0.8952,11100
MK,19951116,4.4582,4.6028,4.4341,4.6028,1157744
MODERN,19951116,33.5,33.5,33.5,33.5,500
NC,19951116,45.3372,48.523,45.3372,48.523,3060
NEP,19951116,0.83,0.91,0.83,0.91,8315000
NMG,19951116,33,33.5,32.75,33.5,44400
NPK,19951116,20,20,19.5,19.75,14000
NPP,19951116,105,106,105,106,252300
NSI,19951116,117,125,116,125,900
NTV,19951116,30,31,30,31,1200
NWR,19951116,419.391,430.933,419.391,430.933,12683
OGC,19951116,19.75,19.75,19.75,19.75,2500
OHTL,19951116,117,117,117,117,250
PAF,19951116,3.4477,3.514,3.4477,3.4477,185890
PATO,19951116,5.55,5.6,5.5,5.6,97000
PDI,19951116,15.2983,15.5267,14.6133,15.07,168925
PE,19951116,41.25,41.75,40,41.75,10700
PF,19951116,134,135,134,135,200
PRAKIT,19951116,7.8,8,7.8,8,19000
PRANDA,19951116,4.15,4.15,4.1,4.125,42000
PRG,19951116,21.25,22,21.25,22,39800
PSL,19951116,7.5,7.5,7.35,7.35,360000
PTTEP,19951116,22.8,22.8,22.4,22.4,1848000
QH,19951116,16.3647,16.4469,16.3647,16.3647,183013
RAM,19951116,38,38,37.75,37.75,2000
RCI,19951116,3.7,3.7,3.7,3.7,13000
RML,19951116,3.0156,3.1208,3.0156,3.1208,104092
ROBINS,19951116,46.5,47.5,46.5,47.5,16300
ROCK,19951116,44.5,44.5,44.5,44.5,100
S&J,19951116,45,46,45,46,1000
SAMART,19951116,16.3,16.4,16.1,16.3,67500
SAMCO,19951116,5.7,5.7,5.4,5.7,63000
SAWANG,19951116,27.25,27.25,27.25,27.25,9500
SCB,19951116,198.295,200.131,198.295,198.295,213456
SCC,19951116,118.6,118.6,117.4,118,425000
SCCC,19951116,376,376,368,370,16554
SCP,19951116,18,18.5,17.75,18,27500
SE-ED,19951116,1.0693,1.1584,1.0693,1.1584,5610
SFP,19951116,50,50,50,50,2500
SHANG,19951116,20.25,20.25,20.25,20.25,2000
SINGER,19951116,19.6618,19.6618,18.8382,18.8382,1942
SKR,19951116,20,20,19.25,19.25,20700
SMK,19951116,76.5517,77.8276,76.5517,76.5517,2664
SMPC,19951116,12.75,13.25,12.75,13.25,23500
SPALI,19951116,5.5,5.65,5.4,5.4,1117000
SPC,19951116,4.575,4.575,4.525,4.525,122000
SPI,19951116,45.75,45.75,45.5,45.5,9000
SSC,19951116,32.2,32.2,32,32,50000
SSF,19951116,2.2761,2.4986,2.2761,2.4986,8765
SSI,19951116,3.25,3.325,3.225,3.25,9208000
STA,19951116,3.6542,3.6542,3.508,3.6298,297605
STANLY,19951116,31,31,28.5,29.75,23200
STEC,19951116,19.1,19.1,18.2,18.2,52000
SUC,19951116,27.5,28.25,27,28.25,726800
SUSCO,19951116,1,1.04,0.96,1.02,1729025
SVH,19951116,19,19.5,19,19.5,2700
SVOA,19951116,4.125,4.15,4.075,4.15,37500
SYNTEC,19951116,12.7706,12.8505,12.6908,12.8505,47295
TASCO,19951116,130,130,129,130,35400
TC,19951116,12.0299,12.4179,12.0299,12.4179,41282
TCAP,19951116,101.524,103.476,101.524,103.476,360482
TCB,19951116,11.5,11.5,11.5,11.5,2500
