<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AYUD,19890130,156.354,157.64,156.354,156.354,5128
BAY,19890130,25.903,26.0461,25.7598,26.0461,340978
BBL,19890130,27.0221,27.5717,26.8389,26.8389,427930
BFIT,19890130,29.0045,29.0045,28.4649,29.0045,116746
BKI,19890130,65.4805,65.4805,65.4805,65.4805,10633
BUI,19890130,36.8776,37.4121,36.8776,36.8776,11225
CNS,19890130,8.6444,8.6444,8.6444,8.6444,11103
CPF,19890130,2.7968,2.8658,2.7622,2.8485,16664829
CSC,19890130,48.0464,48.5923,48.0464,48.3193,24542
CTW,19890130,11.5566,11.763,11.5566,11.763,1817738
DTC,19890130,78.3672,78.3672,78.3672,78.3672,292
ERW,19890130,2.8486,2.8486,2.8486,2.8486,70193
FE,19890130,61.0933,61.2867,61.0933,61.2867,16551
HTC,19890130,4.4186,4.4896,4.3949,4.4896,730106
IFEC,19890130,2.0584,2.1207,1.996,1.996,35250
KBANK,19890130,19.1375,19.1375,19.0332,19.1375,32769
KCE,19890130,3.0992,3.1266,3.0992,3.0992,495835
KKP,19890130,6.6006,6.8737,6.6006,6.7827,318528
NC,19890130,20.8347,20.8347,20.8347,20.8347,10606
NEP,19890130,0.4786,0.4786,0.4504,0.4786,2051280
NMG,19890130,43.4855,44.9254,43.4855,44.9254,12151
OCC,19890130,40,40,40,40,1000
OHTL,19890130,226,228,226,228,2350
PDI,19890130,75.744,76.4173,74.7341,75.744,1084243
SCB,19890130,31.1433,31.1433,30.9083,31.1433,54878
SCC,19890130,31.26,31.41,31.26,31.41,222000
SCCC,19890130,151.817,153.961,151.817,153.246,29225
SFP,19890130,82,84,82,83.5,21200
SINGER,19890130,5.3015,5.4044,5.25,5.4044,831542
SKR,19890130,3.6128,3.6128,3.6128,3.6128,11604
SPC,19890130,4.95,5.085,4.95,5.085,237770
SPI,19890130,50.5802,50.5802,50.5802,50.5802,299
TCAP,19890130,15.4524,15.71,15.2593,15.5812,1812527
TF,19890130,77.9358,83.3574,77.9358,79.9689,3098
TGCI,19890130,4.1007,4.1007,4.1007,4.1007,12890
THL,19890130,1.5932,1.6155,1.5858,1.6006,1160233
TISCO,19890130,37.5574,37.9169,37.5574,37.7372,177513
TMB,19890130,16.3856,16.3856,16.0015,16.2576,109558
TPC,19890130,9.7722,9.9089,9.5672,9.7722,465333
UP,19890130,24.8926,24.8926,24.7185,24.7185,10340
UV,19890130,3.4682,3.5718,3.4682,3.5459,2086363
WG,19890130,25.8692,26.8877,25.8692,26.8877,284347
SET,19890130,433.23,433.23,433.23,433.23,4376714
AFC-F,19890130,72,72,72,72,7000
BAY-F,19890130,38,38,38,38,7000
BBL-F,19890130,29.8,29.8,29.8,29.8,300000
OHTL-F,19890130,150,150,150,150,60000
PAF-F,19890130,32.8191,32.8191,32.8191,32.8191,36052
SCC-F,19890130,40,40,40,40,232200
SCCC-F,19890130,87.5,87.5,87.5,87.5,60000
DTM,19890130,9.2686,9.3528,9.2686,9.2686,42715
ICBCT,19890130,35.3561,35.3561,35.3561,35.3561,2120
SCIB,19890130,10.685,10.8775,10.685,10.8775,109596
SGF,19890130,2.6458,2.6458,2.5994,2.5994,32314
SICCO,19890130,11.7217,12.3163,11.7217,12.0615,264876
UFM,19890130,10.8,10.9,10.7,10.8,59000
