<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BAY,19880105,21.3234,22.4683,21.1803,22.4683,937728
BBL,19880105,25.8012,26.6758,25.8012,26.6758,755740
BFIT,19880105,14.5247,15.604,14.5247,15.604,146768
CIMBT,19880105,11.8478,12.1937,11.8478,12.1937,11284
CPF,19880105,1.1928,1.3069,1.1824,1.3069,6073882
CTW,19880105,2.5621,2.5621,2.5621,2.5621,12008
DTC,19880105,38.6703,39.868,38.6703,39.868,17532
KBANK,19880105,17.0516,17.4688,17.0516,17.4688,967457
NC,19880105,14.8011,14.8011,14.8011,14.8011,1059
PDI,19880105,29.456,30.9709,29.456,30.8026,346363
POST,19880105,1.2235,1.258,1.2235,1.258,580264
PR,19880105,6.2138,6.5559,6.2138,6.5559,10501
SCB,19880105,27.1274,28.3116,27.1274,27.9886,483490
SCC,19880105,12.99,13.95,12.99,13.95,1080000
SCCC,19880105,91.0904,96.8059,91.0904,96.8059,76144
SFP,19880105,76,81,76,81,72200
SINGER,19880105,4.0662,4.375,4.0662,4.375,5140800
SPC,19880105,3.2339,3.5553,3.2339,3.5553,991940
TCAP,19880105,7.2111,7.7906,7.2111,7.7906,3927612
TF,19880105,46.4904,47.5747,46.4904,47.5747,2951
TISCO,19880105,23.9002,26.2363,23.9002,26.2363,818022
TMB,19880105,18.5002,19.2452,18.5002,19.2452,195317
UP,19880105,16.2291,17.1932,16.2291,17.1932,87123
WG,19880105,17.1341,18.0898,17.1341,18.0898,265149
SET,19880105,301.91,301.91,301.91,301.91,7553000
DTM,19880105,8.426,8.426,8.0047,8.426,97304
ICBCT,19880105,28.7563,30.8305,28.7563,30.8305,212120
UFM,19880105,12.4,12.4,12.4,12.4,1000
