<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TDEX,20080121,5.83,5.87,5.59,5.59,16900000
A,20080121,3.48,3.48,3.46,3.48,71500
ACC,20080121,2.76,2.92,2.66,2.66,12658200
ADAM,20080121,6.75,6.75,5.8,5.95,1760300
ADVANC,20080121,96,96.5,93.5,93.5,4287080
AEONTS,20080121,43.5,43.5,43.5,43.5,100
AH,20080121,10,10.2,9.85,9.85,297700
AHC,20080121,56.5,56.5,56,56,5600
AI,20080121,6.25,6.4,6.15,6.25,89800
AIT,20080121,12.6,12.6,12.4,12.4,7100
AJ,20080121,2.6,2.6,2.54,2.56,292500
AKR,20080121,2.06,2.08,1.99,1.99,3221700
AMANAH,20080121,0.53,0.54,0.52,0.52,4700000
AMARIN,20080121,13.4,13.4,13.3,13.3,41200
AMATA,20080121,15.3,15.6,14.6,14.9,2261500
AMC,20080121,2.04,2.06,1.98,1.98,385300
AOT,20080121,52,53.5,51,51,906884
AP,20080121,5.3,5.5,5.15,5.2,6758378
APURE,20080121,2.1156,2.1333,1.9733,1.9911,5241600
AQ,20080121,0.73,0.74,0.69,0.69,1981066
ASIAN,20080121,1.27,1.29,1.26,1.26,12700
ASIMAR,20080121,1.01,1.02,1,1,943000
ASP,20080121,3.4,3.46,3.18,3.2,23865400
AYUD,20080121,21.2,21.3,21.2,21.2,30000
BAFS,20080121,10.8,10.8,10.6,10.6,485500
BANPU,20080121,394,408,386,386,4448810
BAT-3K,20080121,66,66,65,65,32300
BAY,20080121,24,24.8,23.1,23.4,12870900
BBL,20080121,114,118,109,110,12247137
BCH,20080121,4.5143,4.5714,4.4857,4.5143,1406700
BCP,20080121,13,13.1,12.8,12.8,111700
BDMS,20080121,32,32,30,30.25,636500
BEC,20080121,25,25.5,24.8,24.8,4313400
BFIT,20080121,6.65,6.65,6.25,6.25,214400
BGT,20080121,1.55,1.6,1.51,1.51,507300
BH,20080121,39,39,37,37,673424
BIGC,20080121,46.5,46.5,46.25,46.5,87200
BJC,20080121,6.65,6.65,6.45,6.45,530400
BKI,20080121,186.667,186.667,185.333,185.333,23250
BLAND,20080121,0.75,0.76,0.72,0.72,9993300
BLISS,20080121,4.28,4.56,4.16,4.4,5875200
BOL,20080121,1.15,1.2,1.1,1.2,181000
BROCK,20080121,1.01,1.03,1,1,2211400
BROOK,20080121,0.64,0.64,0.62,0.62,82200
BSBM,20080121,1.17,1.17,1.15,1.16,130300
BTC,20080121,0.81,0.81,0.75,0.75,455000
BTS,20080121,0.7817,0.81,0.7535,0.7629,4673541
BWG,20080121,7.65,8.95,7.65,8.85,20531000
CCET,20080121,6.45,6.5,6.3,6.3,7009400
