<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19900907,23.3604,23.3604,22.7374,23.0489,36599
AFC,19900907,81.0554,81.0554,79.3489,81.0554,23557
ASIA,19900907,78.6232,78.6232,77.837,77.837,9666
ASP,19900907,8.629,8.825,8.237,8.58,22764000
AYUD,19900907,407.291,407.291,386.701,394.422,24711
BANPU,19900907,33.36,34.63,33.05,34.63,113800
BAY,19900907,31.5536,31.5536,30.5215,31.4062,929141
BBL,19900907,38.9598,38.9598,37.8387,38.2124,1586450
BFIT,19900907,85.4396,85.4396,83.1911,84.9899,60040
BH,19900907,17.2943,17.7659,17.1371,17.6087,24805
BJC,19900907,9.9778,9.9778,9.9778,9.9778,450
BKI,19900907,265.388,265.388,265.388,265.388,8941
BTNC,19900907,56,56,55,56,19500
BUI,19900907,126.955,126.955,123.7,123.7,1104
CENTEL,19900907,3.3449,3.4405,3.2974,3.393,661500
CNS,19900907,63.1038,63.1038,60.2224,63.1038,121811
CPF,19900907,3.1974,3.1974,3.1441,3.1707,1011456
CSC,19900907,110.288,110.288,110.288,110.288,2013
CSR,19900907,97,97,97,97,500
CTW,19900907,36.3937,36.747,35.3337,36.747,40751
ERW,19900907,10.1221,10.3689,9.6283,9.8752,2310438
GYT,19900907,212,212,206,210,1700
HTC,19900907,14.1773,14.2627,13.8357,14.0065,88987
ICC,19900907,277.731,278.846,277.731,278.846,2331
IFEC,19900907,5.0877,5.569,4.8127,5.569,317060
INTUCH,19900907,3.8878,3.9608,3.5775,3.7782,242039232
JUTHA,19900907,74.2902,75.5785,71.2842,75.149,64502
KBANK,19900907,26.9593,27.1679,26.3336,26.855,1883166
KCE,19900907,7.2955,7.3341,7.1025,7.3341,813451
KDH,19900907,47.5,47.5,46,47.25,27200
KGI,19900907,8.1042,8.1506,7.8719,7.8719,396106
KKP,19900907,24.8462,25.0549,24.011,24.011,217920
KTB,19900907,14.0177,14.1144,13.5344,14.0177,974542
LEE,19900907,1.26,1.2692,1.2229,1.2692,248250
LH,19900907,3.7711,3.7851,3.7011,3.7011,1414959
LTX,19900907,48,48,46,46,98700
