<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19980402,1.5,1.5,1.1,1.2,395301
ACC,19980402,31,31.2,30.4,31,941000
ADVANC,19980402,28.8,28.8,27.2,27.2,857710
AHC,19980402,5.3,5.3,5.3,5.3,5000
AMARIN,19980402,1.9,1.9,1.9,1.9,40000
APURE,19980402,2.7556,2.9333,2.7556,2.9333,25875
ASIA,19980402,14.75,15.5,14.75,15.5,4000
ASIAN,19980402,2.4125,2.5,2.4125,2.5,29999
ASP,19980402,4.4,4.4,4.25,4.25,216000
BANPU,19980402,73.44,73.44,72.79,72.79,86000
BAT-3K,19980402,51,52.5,51,52,19200
BAY,19980402,20.088,20.088,19.656,19.656,213888
BBL,19980402,82,83,82,82,992020
BCP,19980402,11.25,12.25,11.25,12.25,1537200
BDMS,19980402,1.6217,1.6789,1.6217,1.6789,52413
BEC,19980402,21.2,21.2,21,21,879200
BFIT,19980402,11.5,11.5,11.25,11.25,10000
BH,19980402,1.4,1.4,1.4,1.4,3125
BIG,19980402,35,35.25,35,35.25,22000
BIGC,19980402,8.3,8.3,8.2,8.2,49000
BKI,19980402,128.887,128.887,127.998,128.887,5400
BLAND,19980402,0.32,0.33,0.31,0.31,7661000
BTS,19980402,3.7673,3.7673,3.5789,3.6731,1953360
CEN,19980402,0.14,0.19,0.14,0.19,179000
CENTEL,19980402,0.701,0.7156,0.701,0.7156,95900
CHARAN,19980402,49,49,49,49,1000
CHOTI,19980402,230,246,230,244,29600
CK,19980402,4.025,4.05,3.9,4,197000
CM,19980402,1.8111,1.8111,1.8111,1.8111,5852
CNS,19980402,30,30,28.75,29,305900
CNT,19980402,1.8,1.9,1.8,1.8,1407256
CPF,19980402,2.9842,2.9842,2.9842,2.9842,5629
CPH,19980402,6.9,7.1,6.7,6.8,413000
CPL,19980402,9.2,11,9.2,11,2400
CPN,19980402,0.5037,0.5369,0.5037,0.5313,1752560
DELTA,19980402,55,63.2,55,62,468000
DRACO,19980402,2.1,2.175,2.075,2.15,96700
EASTW,19980402,5.45,5.5,5.45,5.45,15042000
EGCO,19980402,71.5,71.5,68.5,69,461300
EMC,19980402,7,7,7,7,50
EPCO,19980402,2.475,2.625,2.4,2.625,1682800
ERW,19980402,0.8333,0.8333,0.8167,0.8333,129000
ESTAR,19980402,0.425,0.425,0.4,0.4,738000
EVER,19980402,0.4094,0.4914,0.4094,0.4094,328365
FANCY,19980402,1.7666,1.7666,1.7666,1.7666,3000
FMT,19980402,20,20,17,18,4300
GEL,19980402,0.4825,0.4825,0.4825,0.4825,2176
GFPT,19980402,0.5239,0.5431,0.5239,0.5431,6325040
GJS,19980402,10,10,9.7,9.9,176900
GLAND,19980402,10.25,10.75,9.9,10,199600
GOLD,19980402,2.4,2.5,2.4,2.5,161000
GRAMMY,19980402,19.4,19.4,18.8,19,737000
HANA,19980402,14.5,14.8,14.3,14.7,134000
HTC,19980402,4.1,4.1,4,4,10000
ICC,19980402,52,52,52,52,1000
IEC,19980402,0.09,0.09,0.089,0.09,2880000
INTUCH,19980402,13.1842,13.1842,13.0734,13.0734,250922
IRC,19980402,1.25,1.25,1.25,1.25,20350
ITD,19980402,3.525,3.575,3.2,3.2,232000
JAS,19980402,2.4,2.4,2.325,2.4,113000
JUTHA,19980402,4.4,4.6,4.4,4.6,13000
KBANK,19980402,49.2661,49.5968,48.9355,48.9355,974307
KCE,19980402,18.5661,19.0046,18.5661,18.8584,20521
KGI,19980402,3.8487,4.0197,3.7632,3.8487,2880771
KTB,19980402,12.25,12.5,12,12,2687846
KYE,19980402,58,61,58,61,120240
LEE,19980402,0.11,0.12,0.11,0.12,420000
LH,19980402,1.85,1.875,1.825,1.85,2316120
LOXLEY,19980402,1.675,1.675,1.5,1.6,501000
LRH,19980402,7.1,7.4492,6.9836,7.4492,233904
LST,19980402,1.1433,1.2593,1.1433,1.1598,71600
MAKRO,19980402,64,64,61,61.5,192300
MALEE,19980402,26.5,27.75,26.5,27.5,91900
MATI,19980402,4.025,5,4.025,5,13000
MAX,19980402,7.4,7.55,7,7.45,84000
MBK,19980402,28.75,28.75,27.25,28,791700
METCO,19980402,83,96,81,94,63010
MINT,19980402,1.085,1.1528,1.085,1.1528,125700
MK,19980402,0.43,0.43,0.4,0.41,1318440
MODERN,19980402,6.6,6.7,6.6,6.7,13000
MSC,19980402,0.71,0.79,0.7,0.79,124000
NC,19980402,5.9796,6.5678,5.9796,6.5678,1632
NEP,19980402,0.24,0.31,0.24,0.31,17924000
NMG,19980402,17,18,17,18,322800
NOBLE,19980402,1.6836,1.6836,1.6836,1.6836,27322
NTV,19980402,23.25,23.25,23.25,23.25,500
NWR,19980402,12.6971,13.0819,12.3124,13.0819,9902
OGC,19980402,6.5,6.9,6.5,6.9,203700
PAF,19980402,2.5991,2.7847,2.5725,2.6521,1945250
PDI,19980402,9.2,9.2,8.9,8.9,418000
PF,19980402,2.7,2.8,2.4,2.5,1747000
PL,19980402,0.68,0.68,0.68,0.68,16000
PR,19980402,51,51,51,51,1000
PRAKIT,19980402,4.875,4.875,4.875,4.875,3000
PRECHA,19980402,5.8,5.8,5.8,5.8,2500
PRG,19980402,28.75,28.75,28.5,28.5,7500
PSL,19980402,1.075,1.0875,1.075,1.075,28000
PTTEP,19980402,40.4,41.2,40.4,40.6,1263000
QH,19980402,1.4,1.42,1.34,1.36,2042500
RAM,19980402,10.5,11,10.5,11,1100
RCI,19980402,0.39,0.39,0.36,0.36,331000
RCL,19980402,3.6,3.6,3.2,3.3,85000
RML,19980402,0.1473,0.1543,0.1403,0.1543,169685
ROBINS,19980402,3.2,3.3,3.1,3.2,443600
ROCK,19980402,15.5,15.5,15.5,15.5,100
ROJNA,19980402,6.6,6.8,6.5,6.8,110000
SAMART,19980402,1.525,1.65,1.525,1.65,16000
SAMCO,19980402,1.125,1.125,1.1,1.125,139000
SAMTEL,19980402,1.875,1.875,1.725,1.825,13000
SCB,19980402,52,52,51,52,179600
SCC,19980402,45.4,45.4,44.2,45,446680
SCCC,19980402,97,97,89,89,76900
SCP,19980402,6,6,5.9,6,44000
SE-ED,19980402,1.7979,1.7979,1.7979,1.7979,20000
SFP,19980402,46.25,46.25,46,46,2000
SHANG,19980402,25,25,25,25,2700
SINGER,19980402,3.1,3.1,3.075,3.1,219000
SIRI,19980402,3.8507,3.8507,3.8507,3.8507,2516
SITHAI,19980402,12.75,13.25,12.5,12.5,26600
SKR,19980402,3.3,3.3,3.2,3.2,9100
SMPC,19980402,1.6,1.7,1.2,1.7,210300
SNP,19980402,5.375,5.75,5.375,5.75,2200
SPALI,19980402,0.47,0.47,0.44,0.44,1471000
SPC,19980402,4.5,4.5,4.5,4.5,20000
SPORT,19980402,7.45,7.5,7.45,7.5,2000
SSC,19980402,37,37,36.8,37,299520
SSF,19980402,2.3274,2.6355,2.3274,2.5499,1043042
SSI,19980402,0.32,0.33,0.3,0.31,8357000
SSSC,19980402,5.0005,5.3339,4.4005,4.4005,47544
STA,19980402,7.4545,7.893,7.4058,7.7956,138875
STEC,19980402,0.89,1,0.89,1,5330000
STPI,19980402,0.78,0.84,0.78,0.78,340000
SUC,19980402,24.5,24.5,23.75,24,24900
SUSCO,19980402,0.94,0.98,0.92,0.94,13386000
SVH,19980402,6.9,6.9,6.9,6.9,10000
SVOA,19980402,0.11,0.12,0.1,0.1,2440750
TASCO,19980402,56,56,53.5,53.5,14000
TBSP,19980402,16.5,16.5,16.5,16.5,1000
TC,19980402,35.5,37,35,37,120800
TCAP,19980402,17,17.25,16.25,16.75,1792300
TCOAT,19980402,4.2,5.2,4.2,5.2,65600
TFD,19980402,1.2383,1.2613,1.1925,1.1925,237655
TFI,19980402,0.1826,0.2348,0.1826,0.2087,241523
TGCI,19980402,1,1.025,1,1.025,30000
TGPRO,19980402,0.7,1,0.7,1,566600
TH,19980402,0.29,0.29,0.28,0.28,330000
THAI,19980402,45,45,43.5,44,90400
THCOM,19980402,8.625,8.625,8.375,8.375,357800
THIP,19980402,22,23,22,22.5,3500
TIP,19980402,4.75,4.75,4.725,4.725,180000
TIPCO,19980402,1,1,1,1,6000
TISCO,19980402,33,33,31.5,31.5,56000
TMB,19980402,9.0122,9.0122,8.6026,8.6026,814153
TNL,19980402,1.875,1.875,1.875,1.875,20000
TNPC,19980402,0.284,0.4261,0.284,0.4261,303203
TOPP,19980402,19.75,19.75,19,19,5000
TPA,19980402,25.75,26,25.75,26,5000
TR,19980402,6.1,6.1,6,6,2000
TRITN,19980402,0.6302,0.654,0.6302,0.6302,310023
TRU,19980402,2.32,2.32,2.3,2.32,493750
TRUBB,19980402,1.5,1.5,1.5,1.5,56000
TRUE,19980402,16,16.25,15.5,15.5,348143
TSTE,19980402,3.3,3.3,3.3,3.3,4000
TTA,19980402,1.273,1.273,1.1594,1.1594,142966
TTL,19980402,54,62,54,62,4900
TU,19980402,15,15.6,14.9,15,3520000
TVI,19980402,19,20,19,20,4500
TWP,19980402,6.5,6.9,6.5,6.8,29000
U,19980402,26.2439,27.7876,24.7001,26.2439,12538
UP,19980402,9.1,9.1,9,9,66300
UPOIC,19980402,4.4,4.425,4.4,4.4,90000
UT,19980402,9.3,9.3,9.3,9.3,1200
VARO,19980402,2.9985,2.9985,2.9985,2.9985,3741
VIBHA,19980402,1.1,1.15,0.94,0.95,4798000
VNT,19980402,7.5,7.5,7.2,7.5,363000
WAVE,19980402,21.25,21.5,20.5,20.5,130800
WIIK,19980402,0.9,0.9,0.9,0.9,40000
ZMICO,19980402,1.975,2.05,1.6,1.8,7234870
$AGRI,19980402,41.49,42.62,41.49,42.62,1559500
$BANK,19980402,327.22,330.39,324.19,324.19,7286900
$COMM,19980402,1514.91,1517.12,1474.6,1476.47,744600
$ENERG,19980402,5706.23,5749.22,5694.5,5694.5,5654000
$ETRON,19980402,976.22,1067.29,976.22,1054.68,2165600
$FIN,19980402,2158.05,2187.6,2116.6,2127.44,9661100
$FOOD,19980402,1901.77,1935.44,1901.69,1914.47,1359500
$HELTH,19980402,96.14,96.93,94.16,94.8,707300
$INSUR,19980402,2233.89,2250.49,2233.89,2248.92,150000
$MINE,19980402,9.43,9.43,9.12,9.12,418000
$PKG,19980402,649.25,660.27,609.37,609.75,2290100
$PROF,19980402,154.28,161.73,154.28,161.73,300
$PROP,19980402,111.31,111.95,105.57,107.02,11716800
$TRANS,19980402,88.68,89.64,87.58,87.64,503800
SET,19980402,456.57,458.62,453.88,453.88,79707904
ADVANC-F,19980402,28.6,28.6,27.6,27.8,1447000
AYUD-F,19980402,170,170,170,170,10000
BBL-F,19980402,101,105,101,105,457500
BEC-F,19980402,21,21,21,21,90000
BKI-F,19980402,233.333,233.333,233.333,233.333,20874
CPF-F,19980402,68,68,68,68,105000
CPN-F,19980402,1.92,1.94,1.92,1.92,35000
EGCO-F,19980402,94,94,94,94,10200
KBANK-F,19980402,57.8969,58.1985,56.9923,56.9923,220032
KTB-F,19980402,12.25,12.25,12.25,12.25,349900
LH-F,19980402,1.975,2.025,1.975,2,1016500
MATI-F,19980402,6,6.5,6,6.5,180000
PSL-F,19980402,22.25,22.25,22.25,22.25,56500
PTTEP-F,19980402,220,221,218,219,211800
ROBINS-F,19980402,3.3,3.3,3.1,3.1,202600
SCB-F,19980402,59.5,59.5,57,58,196400
SCC-F,19980402,53,53,52.6,53,436000
SSC-F,19980402,460,460,460,460,5200
SUC-F,19980402,33,33,33,33,52900
TCAP-F,19980402,20.25,20.25,19.75,19.75,1142200
THAI-F,19980402,44.75,44.75,44.25,44.25,8700
TMB-F,19980402,11,11,11,11,200000
TRUE-F,19980402,16.25,16.5,16,16,1057300
ZMICO-F,19980402,1.9,1.9,1.9,1.9,1000
APX,19980402,2.8,2.8,2.8,2.8,100
BECL,19980402,35.75,36.25,34.75,35,314000
BRC,19980402,16.25,16.75,16,16.25,436300
CGS,19980402,1.7003,1.7439,1.6566,1.7003,1734081
DTM,19980402,0.7517,0.7517,0.6765,0.6765,1011240
HEMRAJ,19980402,0.585,0.6838,0.585,0.6838,16452
ICBCT,19980402,20,20.25,19.5,19.75,182900
NFC,19980402,8.9533,8.9533,8.6133,8.6133,67941
PA,19980402,3,3,2.8,2.9,894100
PHATRA,19980402,38.5,38.5,36.5,36.5,275200
PPC,19980402,15.5,18.5,15,18.5,6200
PYT,19980402,6.4,6.7,6.1,6.4,197275
SAFARI,19980402,20.8456,22.0368,20.6471,22.0368,1969985
SCAN,19980402,3.7,5.2,3.7,4.9,6000
SGF,19980402,1.1574,1.1574,1.1117,1.1117,128048
SICCO,19980402,6.0888,6.0888,6.0888,6.0888,62122
SPSU,19980402,3.35,3.4,3.35,3.4,152000
TRS,19980402,29.5926,29.5926,26.4444,27.3889,102123
TT&T,19980402,10.25,10.25,10,10.25,273450
TWFP,19980402,13.5,14.75,13.5,14.75,3000
UFM,19980402,29,29,29,29,1000
UST,19980402,24,24,23,23.5,11900
VGM,19980402,0.2145,0.2145,0.2145,0.2145,29230
VI,19980402,41.5,44.5,41.5,44.25,502200
WORLD,19980402,39.75,39.75,39.75,39.75,800
