<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABC,19940224,28.875,28.875,28.875,28.875,22742
ABICO,19940224,30.7613,30.7613,30.334,30.334,18490
ACC,19940224,38,38.2,37.8,37.8,573000
ADVANC,19940224,29.8516,30.2587,29.4445,30.2587,430390
AFC,19940224,28,28.25,28,28,116000
AHC,19940224,47,47.25,47,47,7000
AJ,19940224,2.725,2.8,2.7,2.8,28000
ALUCON,19940224,102,102,101,101,700
AMARIN,19940224,10.3447,10.4553,10.3447,10.4,32530
APURE,19940224,26.6667,26.6667,26.2222,26.2222,7312
ASIA,19940224,53,53.5,52,53.5,8000
ASP,19940224,10.59,10.688,10.394,10.492,4672000
AYUD,19940224,324,326,318,320,32000
BANPU,19940224,133.39,139.25,133.39,137.29,356200
BAY,19940224,67.4817,67.8695,66.706,67.0938,590342
BBL,19940224,185,186,181,182,1823310
BDMS,19940224,7.7546,7.7546,7.4926,7.545,314902
BFIT,19940224,151.267,152.636,147.845,147.845,91870
BH,19940224,22.0733,22.0733,20.9877,20.9877,32056
BIG,19940224,45,45,45,45,1000
BJC,19940224,13.3,13.5,13.1,13.3,73580
BKI,19940224,332.77,332.77,327.402,327.402,19896
BLAND,19940224,12,12,11.5,11.9,9530740
BTS,19940224,77.6996,79.1123,77.2287,79.1123,573787
BUI,19940224,100.099,103.355,90.3336,96.0303,21010
CEN,19940224,7.8749,7.8749,7.7309,7.8749,63510
CENTEL,19940224,2.081,2.081,2.0444,2.081,746400
CFRESH,19940224,4.9336,5.367,4.9336,5.367,4964700
CHARAN,19940224,185,186,182,184,2900
CHOTI,19940224,129,129,129,129,2000
CM,19940224,4.0324,4.1007,3.9983,4.0666,59988
CNS,19940224,96.036,96.036,93.1081,93.1081,71209
CNT,19940224,106.609,106.609,106.609,106.609,9766
CPF,19940224,8.6329,8.8993,8.6329,8.7928,1818370
CPH,19940224,105,105,100,101,565200
CSR,19940224,49,51.5,49,51.5,2200
CWT,19940224,19,19.5,18.875,19,45200
DCC,19940224,3.4,3.4,3.4,3.4,54000
DTC,19940224,89.4804,92.3362,89.4804,92.3362,2468
DTCI,19940224,88,89,87,89,8800
EE,19940224,5.3,5.5,5.2,5.5,81000
EPCO,19940224,50.25,50.625,49.125,50.25,210000
ERW,19940224,8.7153,8.7651,8.6157,8.6655,334828
ESTAR,19940224,8.0625,8.3125,7.875,8.0625,3430000
EVER,19940224,57.3222,62.6449,56.9128,60.1883,9648181
GEL,19940224,12.2923,12.9815,12.1774,12.6369,1239544
GFPT,19940224,1.4535,1.5333,1.4375,1.5174,8362950
HANA,19940224,12.4992,12.4992,12.2837,12.2837,1343827
ICC,19940224,488.539,488.539,479.615,479.615,17572
IEC,19940224,2.2496,2.2772,2.1392,2.1944,85875200
IFEC,19940224,6.9014,7.1611,6.9014,6.9756,1949920
INSURE,19940224,128,128,119,119,20133
INTUCH,19940224,36.7827,37.0043,36.118,36.3396,1453199
JUTHA,19940224,51.1013,51.5308,49.8131,50.6719,171623
KBANK,19940224,74.0645,74.0645,72.7419,74.0645,2818822
KCE,19940224,9.2099,9.283,8.9907,9.1368,143649
KGI,19940224,34.9129,35.3548,34.25,35.3548,975708
KKC,19940224,5.5808,5.703,5.5808,5.703,273715
KKP,19940224,124,124,120.571,121.143,117600
KTB,19940224,56.1383,56.6181,54.6989,55.1787,1826673
KWC,19940224,164,170,164,170,400
KWG,19940224,242.681,242.681,235.156,237.038,23760
LEE,19940224,3.8333,3.8667,3.7333,3.8667,4953000
LH,19940224,31.9582,31.9582,31.4703,31.8363,878846
LOXLEY,19940224,49.6,49.6,47.6,48.2,895000
LRH,19940224,15.3639,15.7131,15.0148,15.1311,923162
LTX,19940224,30.5,30.75,30.25,30.25,15100
MALEE,19940224,63.8587,66.9239,63.8587,66.413,51872
MATI,19940224,26,26,26,26,219000
MDX,19940224,159,160,153,158,79200
METCO,19940224,177,177,170,173,21600
MFC,19940224,59.8,59.8,57.6,57.8,56000
MINT,19940224,1.5824,1.605,1.5597,1.5824,1953500
MK,19940224,13.3024,13.3988,12.9168,13.0132,595470
MODERN,19940224,103.409,105,103.409,103.409,2262
NC,19940224,73.5197,73.5197,70.5789,72.5395,42845
NEP,19940224,2.3,2.375,2.3,2.325,1734000
NKI,19940224,73.2473,73.2473,72.6839,72.6839,3549
NMG,19940224,95,96,94,95.5,38500
NPK,19940224,41.25,43,41.25,43,2200
OCC,19940224,78.5,80,75,80,3000
OGC,19940224,76,76,76,76,500
OHTL,19940224,156,156,156,156,400
PAF,19940224,6.0998,6.0998,5.9009,5.9672,616718
PDI,19940224,60.7367,62.5633,60.7367,61.1933,96065
PE,19940224,58,60.5,58,58,29800
PF,19940224,271.161,274,269.741,269.741,30570
PG,19940224,3.2292,3.2292,3.2292,3.2292,17407
PK,19940224,6.35,6.4,6.25,6.25,425000
POLAR,19940224,8.0014,8.0014,7.6293,7.7223,2200400
POST,19940224,9.3981,9.8252,9.3981,9.6544,196636
PR,19940224,52,52,49.5,50.5,24700
PRAKIT,19940224,21.2,21.4,20.8,21.2,225000
PRANDA,19940224,18.4,18.4,17.9,18,485500
PRG,19940224,27,28,26.75,27.75,116800
PSL,19940224,7.8317,7.8317,7.4168,7.4168,586128
PTTEP,19940224,10.8,11,10.8,10.8,1310000
QH,19940224,28.1546,28.8643,27.918,28.1546,406599
RAM,19940224,75.5,75.5,75,75,4600
RCI,19940224,7.29,7.29,7.191,7.191,37000
RCL,19940224,18.8056,18.8056,18.0451,18.6673,387600
RML,19940224,9.2387,9.3386,9.1388,9.1887,3195899
ROBINS,19940224,46.38,46.38,44.17,46.13,28300
S&J,19940224,93.1416,94.8825,91.4006,91.4006,6318
SAMART,19940224,24.2584,24.8161,23.7007,23.9796,3465880
