<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,19990930,13.4,13.5,13,13.3,803000
ADVANC,19990930,32.8,34,32.8,33.8,758500
AFC,19990930,3.7,3.9,3.7,3.9,13000
ASIA,19990930,11,11,11,11,10000
ASIMAR,19990930,1.1875,1.1875,1.1875,1.1875,6989
ASP,19990930,9.5,9.6,9.45,9.5,753000
AYUD,19990930,111,113,102,113,72400
BANPU,19990930,25.77,26.06,25.49,25.63,296300
BAT-3K,19990930,22.75,23,22.75,22.75,11800
BAY,19990930,12.25,12.5,12,12.25,7323500
BBL,19990930,46.5,47.75,46.5,46.75,2645800
BCP,19990930,10.5,11.75,10,10.25,2624800
BEC,19990930,21.8,22.6,21.8,22.6,1194000
BFIT,19990930,13.75,13.75,13.75,13.75,2800
BH,19990930,1.4,1.4,1.4,1.4,12500
BIGC,19990930,19,19,18.5,18.5,180002
BJC,19990930,4.9,4.95,4.875,4.9,23579
BKI,19990930,55.999,55.999,55.5545,55.999,11250
BLAND,19990930,0.55,0.55,0.52,0.52,16506000
BTS,19990930,7.7229,7.9112,7.6287,7.6287,1719661
BUI,19990930,13.3681,13.3681,12.6042,12.6042,1439
CENTEL,19990930,1.296,1.296,1.2778,1.2778,161600
CHOTI,19990930,110,111,110,111,1300
CK,19990930,3.1,3.225,3.075,3.1,1032000
CM,19990930,2.7257,2.7257,2.7257,2.7257,58333
CNS,19990930,77.5,78,75.5,77.5,106300
CPF,19990930,5.5421,5.5421,5.3289,5.3289,1185975
CPH,19990930,3.4,3.5,3,3,1600900
CPL,19990930,15.25,16,15,16,8800
CPN,19990930,2.1586,2.1586,2.1586,2.1586,36135
CSC,19990930,13,13.5,12.5,12.5,111800
CTW,19990930,5.5,5.5,5.5,5.5,8000
CWT,19990930,3.55,3.6,3.55,3.6,3000
DELTA,19990930,36,36.2,36,36.2,320000
DRACO,19990930,1.825,1.85,1.825,1.825,12000
DTCI,19990930,10,10,10,10,100
EASTW,19990930,3.3,3.3,3.275,3.3,1009000
