<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19970728,2.9,2.9,2.9,2.9,83000
ACC,19970728,11.9,12.5,11.9,12.2,43000
ADVANC,19970728,24.2,25,24.2,25,2853000
AFC,19970728,7.7,7.7,7.7,7.7,100
AJ,19970728,0.67,0.75,0.63,0.74,168000
ALUCON,19970728,99,99,99,99,1000
AMARIN,19970728,2.55,2.7,2.55,2.7,16000
ASIA,19970728,19,19,19,19,600
ASIMAR,19970728,1.6096,1.7885,1.6096,1.7885,17473
ASP,19970728,3.6,3.875,3.6,3.875,8291000
BANPU,19970728,115.41,121.31,114.1,114.75,262000
BAT-3K,19970728,29,29,29,29,200
BAY,19970728,55.296,57.024,54.864,56.16,1544393
BBL,19970728,180,185,178,180,2861365
BCP,19970728,15,15.75,15,15.75,607100
BDMS,19970728,2.1368,2.1368,2.1368,2.1368,459931
BEC,19970728,27,27.8,26.8,27.4,4456000
BFIT,19970728,27.5,28.25,26.75,28,20400
BIG,19970728,4.4,5,4.4,4.6,18100
BIGC,19970728,9.5,10,9.4,10,105900
BJC,19970728,7.8,8.05,7.8,8.05,700
BKI,19970728,187.552,206.219,187.552,190.219,4275
BLAND,19970728,0.78,0.8,0.74,0.78,9828000
BTS,19970728,6.7811,7.252,6.7811,7.252,908566
CEN,19970728,1.35,1.4,1.3,1.4,1399000
CENTEL,19970728,0.5914,0.6206,0.5914,0.5914,157500
CFRESH,19970728,1.0334,1.0334,1.0334,1.0334,53996
CIMBT,19970728,21.8362,22.4848,21.8362,22.4848,2312
CK,19970728,9.1,9.25,9.05,9.1,201000
CNS,19970728,19.25,20,19.25,20,1467600
CNT,19970728,4.1,4.1,3.9,4,164505
CPF,19970728,3.1974,3.1974,3.1707,3.1974,43160
CPH,19970728,114,120,114,120,900
CPL,19970728,8.3,8.4,8.3,8.4,4700
CSC,19970728,14.75,15.25,14.75,15.25,10700
CTW,19970728,11.8378,12.4609,11.8378,12.4609,32100
DCC,19970728,0.41,0.45,0.41,0.45,41000
DELTA,19970728,24.8,27.2,24.8,27.2,2166000
DRACO,19970728,1.55,1.7,1.55,1.7,112500
DTC,19970728,32.25,35,32.25,35,198100
EASTW,19970728,5,5,4,4.3,74584000
EGCO,19970728,70,74,69.5,73.5,2436280
EMC,19970728,63,66,58.5,58.5,1460
EPCO,19970728,2.175,2.175,2.025,2.175,97200
ESTAR,19970728,0.725,0.725,0.7,0.7,150000
EVER,19970728,4.1763,4.422,4.1763,4.422,9826
FMT,19970728,16.75,16.75,16.75,16.75,1000
GEL,19970728,1.6543,1.8151,1.6543,1.8151,30466
GFPT,19970728,0.3067,0.3131,0.3003,0.3067,1291300
GJS,19970728,4.3,4.6,4.2,4.6,92400
GLAND,19970728,53.5,53.5,53.5,53.5,300
GOLD,19970728,7.2,7.4,6.8,7,104100
GRAMMY,19970728,33,33,32.8,33,295000
GYT,19970728,196,196,196,196,100
HANA,19970728,7.5965,7.9736,7.5965,7.812,1913654
IEC,19970728,0.21,0.2275,0.21,0.2275,170470000
IFEC,19970728,2,2.15,1.975,2.15,31000
INTUCH,19970728,12.9626,12.9626,12.9626,12.9626,2953443
