<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20000407,12.6,12.8,12.6,12.7,39000
ADVANC,20000407,38.6,38.6,38.2,38.6,451000
AJ,20000407,0.2,0.21,0.2,0.21,439000
AMARIN,20000407,2.5,2.5,2.5,2.5,3000
AP,20000407,0.36,0.36,0.35,0.35,520000
APURE,20000407,2.4889,2.4889,2.4,2.4,14625
ASIA,20000407,9.3,9.3,9.3,9.3,1600
ASIAN,20000407,1.45,1.575,1.45,1.5125,1969999
ASIMAR,20000407,0.7011,0.7154,0.7011,0.7154,83870
ASP,20000407,3.375,3.45,3.325,3.325,2547000
AYUD,20000407,84.5,84.5,84,84.5,4000
BANPU,20000407,21,21.5,21,21,638500
BAT-3K,20000407,22.25,22.75,22.25,22.75,22100
BAY,20000407,11.75,12,11,11.25,20211532
BBL,20000407,40.5,41,40,40.25,2432300
BCP,20000407,7.4,7.7,7.4,7.6,290800
BDMS,20000407,1.5836,1.6026,1.5836,1.6026,32758
BEC,20000407,27.2,27.6,27,27.2,3494000
BFIT,20000407,7.25,7.25,7.25,7.25,1400
BH,20000407,0.62,0.64,0.6,0.62,848500
BIG,20000407,12.25,12.25,12.25,12.25,6000
BIGC,20000407,16.75,17.25,16.75,17.25,575900
BJC,20000407,3.225,3.225,3.175,3.175,1500
BLAND,20000407,0.4,0.41,0.39,0.41,4558000
BTS,20000407,4.3323,4.4265,4.3323,4.3323,218196
CFRESH,20000407,2.7335,2.7335,2.7335,2.7335,5999
CHOTI,20000407,147,147,147,147,2900
CK,20000407,2.2,2.25,2.1,2.125,1630000
CM,20000407,3.2709,3.2936,3.2709,3.2936,45125
CNS,20000407,30.25,30.5,29.75,30,224000
CPF,20000407,7.6204,7.6204,7.5671,7.6204,857580
CPH,20000407,3.8,3.9,3.8,3.8,65000
CPL,20000407,20,20,19.75,19.75,2500
CSC,20000407,9.8,9.8,9.6,9.6,34705
CSR,20000407,16,16,16,16,500
CTW,20000407,13,13.5,12.75,13.125,380800
DELTA,20000407,45,47,45,47,814000
DRACO,20000407,2.9,2.975,2.875,2.9,137500
DTC,20000407,23,23,23,23,6100
EASTW,20000407,2.7,2.85,2.7,2.75,6087000
EE,20000407,1,1,1,1,115000
EGCO,20000407,31.5,32,31.25,31.75,403900
ERW,20000407,1.5167,1.5167,1.5167,1.5167,34200
ESTAR,20000407,0.775,0.775,0.75,0.775,1056000
FMT,20000407,20.75,21.75,20.75,21.5,569600
GEL,20000407,0.5974,0.6663,0.5974,0.6663,17409
GFPT,20000407,0.6197,0.6261,0.6133,0.6261,621390
GJS,20000407,1.5,1.5,1.3,1.3,4925900
GOLD,20000407,8,8.3,8,8.3,150200
GRAMMY,20000407,13.5,13.6,13.5,13.5,419000
HANA,20000407,30,32.8,30,32.6,2116000
HTC,20000407,3,3,3,3,10000
IEC,20000407,0.073,0.077,0.073,0.077,10010000
INTUCH,20000407,25,25.4,24.8,25,934000
IRC,20000407,2.15,2.15,2.1,2.1,110000
IRPC,20000407,4.414,4.6565,4.3655,4.511,15895254
ITD,20000407,2.575,2.625,2.475,2.5,6949100
JAS,20000407,2.4,2.425,2.35,2.35,5893000
JUTHA,20000407,3.1,3.3,3.1,3.3,19700
KBANK,20000407,34.5,35,34.5,35,1209890
KCE,20000407,9.7816,10.0145,9.7816,10.0145,1305010
KDH,20000407,7.3,7.3,7.3,7.3,5000
KGI,20000407,1.6079,1.6763,1.5737,1.5737,17685816
KKP,20000407,30.75,31,30.5,30.5,972700
KTB,20000407,16.5,17,16.25,17,11908168
KWG,20000407,3.8,3.8,3.8,3.8,11072
KYE,20000407,64,64,62,62,2100
LANNA,20000407,2.45,2.45,2.425,2.425,573000
LEE,20000407,1.025,1.0333,0.95,0.9917,2076000
LH,20000407,1.5,1.6,1.5,1.6,6475000
LOXLEY,20000407,6.95,7.05,6.7,6.7,3851000
LPN,20000407,0.2393,0.2393,0.2393,0.2393,30928
LRH,20000407,7.3328,7.3328,7.2164,7.2164,8591
LST,20000407,2.475,2.475,2.075,2.1,706400
MAKRO,20000407,43.5,44.25,43.5,44.25,33500
MALEE,20000407,9.7,9.9,9.6,9.6,218300
MANRIN,20000407,5.1,5.1,5.1,5.1,4000
MAX,20000407,0.24,0.25,0.24,0.25,580000
MBK,20000407,18,18,17.25,17.25,269700
METCO,20000407,98.5,101,98,99.5,12100
MINT,20000407,1.1528,1.2433,1.1528,1.2433,22100
MK,20000407,0.58,0.58,0.57,0.57,225000
