<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,19981001,19.3,19.5,19,19.5,95000
ADVANC,19981001,22.6,24.4,22.4,23,1357000
AFC,19981001,1.3,1.3,1.3,1.3,30000
ALUCON,19981001,73.5,74,73.5,74,500
AMARIN,19981001,1.3,1.3,1.3,1.3,9000
APURE,19981001,2.4889,2.4889,2.4889,2.4889,3375
ASIAN,19981001,1.4,1.4,1.4,1.4,10000
ASIMAR,19981001,0.4149,0.4149,0.4149,0.4149,34946
ASP,19981001,3.3,3.425,3.275,3.425,1151000
BANPU,19981001,15.41,16.72,15.41,15.9,284000
BAT-3K,19981001,33,34.75,33,34.75,1100
BAY,19981001,5.4,5.5,5.3,5.4,9589600
BBL,19981001,22.75,22.75,22,22.5,4156100
BCP,19981001,5.8,5.8,5.6,5.6,219000
BDMS,19981001,1.3737,1.3737,1.3737,1.3737,150689
BEC,19981001,18.9,19.7,18.8,19.7,1433000
BFIT,19981001,5,5,5,5,2000
BH,19981001,0.58,0.62,0.52,0.54,539000
BIGC,19981001,6.7,6.7,6.2,6.2,440500
BKI,19981001,44.4437,44.8881,44.4437,44.8881,900
BLAND,19981001,0.1,0.1,0.1,0.1,1010000
BTNC,19981001,6.3,6.3,6.3,6.3,62200
BTS,19981001,1.2244,1.3185,1.2244,1.3185,1082805
CHOTI,19981001,88,88,88,88,2000
CK,19981001,3.25,3.35,3.15,3.3,145000
CNS,19981001,21.75,23,21.5,23,243800
CPF,19981001,1.4388,1.4388,1.4122,1.4388,73185
CPH,19981001,1.5,1.6,1.5,1.6,26000
CPI,19981001,0.9298,0.9298,0.9298,0.9298,5549409
CTW,19981001,4.85,4.85,4.85,4.85,1000
DCC,19981001,0.29,0.34,0.29,0.34,224000
DELTA,19981001,22.6,23,22.4,23,29000
DTC,19981001,29,29,29,29,400
EASTW,19981001,4.35,4.35,4.35,4.35,379000
EGCO,19981001,58.5,60.5,58,60,118401
EPCO,19981001,0.675,0.675,0.675,0.675,292000
ESTAR,19981001,0.15,0.15,0.125,0.125,100000
GFPT,19981001,0.2492,0.2683,0.2428,0.2428,2294600
GJS,19981001,4.3,4.4,4.2,4.4,4324800
GLAND,19981001,2.7,2.9,2.7,2.9,41900
GOLD,19981001,2.1,2.1,2.1,2.1,2000
GRAMMY,19981001,16.5,16.5,15.9,16,88000
HANA,19981001,10.8,11,10.7,11,1755000
HTC,19981001,4.25,4.3,4.25,4.3,69000
IEC,19981001,0.027,0.029,0.027,0.028,35130000
INTUCH,19981001,5.7058,5.9273,5.6504,5.8165,402558
IRPC,19981001,1.3582,1.4067,1.3096,1.4067,1369122
ITD,19981001,1.95,2.125,1.95,2.075,638000
JAS,19981001,1.3,1.325,1.3,1.325,180000
JUTHA,19981001,3.1,3.3,3.1,3.3,3500
KAMART,19981001,0.2118,0.2457,0.2118,0.2457,164065
KBANK,19981001,14.2177,14.2177,13.7218,14.0524,6470531
KCE,19981001,1.7908,1.8274,1.7726,1.7908,840006
KGI,19981001,1.1289,1.1974,1.0605,1.1974,108161152
KKP,19981001,3.9,4.8,3.8,4.8,22210400
KTB,19981001,6.4,6.6,6.4,6.5,5114482
KYE,19981001,27,28,27,28,10800
LANNA,19981001,3.15,3.15,2.9,2.9,1026000
LH,19981001,0.72,0.73,0.71,0.73,6973000
LOXLEY,19981001,0.7,0.7,0.68,0.68,389000
LRH,19981001,6.1689,6.1689,6.1689,6.1689,3436
MAKRO,19981001,63,67,62.5,67,6700
MALEE,19981001,11,11.25,11,11,12100
MAX,19981001,0.62,0.64,0.62,0.63,4958000
MBK,19981001,17,17.5,17,17.5,11000
METCO,19981001,49.5,50,49.5,50,3200
MINT,19981001,1.2433,1.2659,1.2433,1.2659,905900
MK,19981001,0.12,0.12,0.12,0.12,100000
MODERN,19981001,5,5.5,5,5.5,14000
NEP,19981001,0.36,0.43,0.36,0.43,40058000
NMG,19981001,7.9,7.9,7.7,7.7,18700
PAF,19981001,2.1482,2.1482,2.0952,2.1217,118773
PDI,19981001,7.2,7.2,7.1,7.1,43000
PF,19981001,0.6,0.6,0.6,0.6,50000
PL,19981001,0.31,0.33,0.31,0.33,1263000
PR,19981001,44,44,44,44,200
PTTEP,19981001,35,36.4,35,36,778000
QH,19981001,0.38,0.4,0.38,0.4,2867500
RCI,19981001,0.11,0.11,0.11,0.11,50000
RCL,19981001,2.7,3.2,2.65,3.2,29000
RML,19981001,0.0281,0.0281,0.0281,0.0281,3350925
ROBINS,19981001,1,1.1,0.9,1,601900
ROCK,19981001,2,2,2,2,300
ROJNA,19981001,1.35,1.55,1.175,1.55,68000
SAMART,19981001,0.4,0.41,0.39,0.41,1465000
SAMTEL,19981001,1.075,1.075,1.05,1.075,40000
SAWANG,19981001,10.25,10.25,10,10,3600
SCB,19981001,10,10,9.8,9.9,785000
SCC,19981001,22,22.4,21.4,22,1388000
SCCC,19981001,43.25,44.5,43.25,43.75,104346
SCP,19981001,2,2.1,2,2.1,65100
SE-ED,19981001,0.9,0.9,0.9,0.9,2000
SHANG,19981001,26,26,22,25,3800
SINGER,19981001,2,2,1.95,2,180000
SIRI,19981001,2.4161,2.5671,2.4161,2.5671,21588
SITHAI,19981001,4.9,4.9,4.7,4.7,27400
SPALI,19981001,0.12,0.13,0.11,0.13,2918000
SPC,19981001,2.7,2.7,2.7,2.7,10000
SPI,19981001,11.5,11.5,11.5,11.5,3000
SSC,19981001,15,15,15,15,1049000
SSF,19981001,1.814,1.9509,1.7798,1.9509,230813
SSI,19981001,0.13,0.13,0.11,0.12,11725000
SSSC,19981001,0.6667,0.6667,0.6667,0.6667,59993
STEC,19981001,0.35,0.37,0.35,0.37,3470000
STPI,19981001,1.1,1.1,1.1,1.1,2000
SUC,19981001,12,12.5,11.5,12.5,3535500
SUSCO,19981001,0.36,0.38,0.34,0.38,9778000
SVH,19981001,2.6,2.7,2.6,2.7,17100
TASCO,19981001,27.75,29,27.75,28.75,1327000
TC,19981001,18.75,18.75,18.5,18.75,23200
TCAP,19981001,3.8,4.1,3.8,4.1,31055624
TCCC,19981001,3,3,3,3,600
TCJ,19981001,2.8,3,2.8,3,352800
TCOAT,19981001,1.5,1.9,1.5,1.9,34000
TFD,19981001,0.4586,0.4586,0.4128,0.4128,295074
TFI,19981001,0.12,0.12,0.12,0.12,1916
TH,19981001,0.1,0.1,0.1,0.1,10000
THAI,19981001,32,32.5,32,32.25,90700
THCOM,19981001,6.875,7.125,6.75,7,882000
THIP,19981001,20.5,21.25,20.25,20.5,15500
TIP,19981001,2.125,2.2,2.125,2.2,25000
TISCO,19981001,7.5,7.9,7.4,7.8,4260000
TIW,19981001,15,15,15,15,600
TMB,19981001,3.7688,3.7688,3.6049,3.6868,1773846
TMD,19981001,3.9,3.9,3.8,3.8,6000
