<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20020123,22,22.6,22,22.2,847000
ADVANC,20020123,40,42,40,42,1565152
AEC,20020123,9.0374,9.7968,9.0374,9.7209,14086876
AEONTS,20020123,22.2,25.8,22.2,24.6,2456000
AFC,20020123,5.35,5.4,5.2,5.3,72700
AJ,20020123,0.64,0.65,0.64,0.65,670000
AMANAH,20020123,1.6914,1.8011,1.6914,1.792,73122112
AMATA,20020123,1,1.01,1,1.01,369000
AP,20020123,1.91,1.94,1.9,1.94,14189000
APURE,20020123,1.5822,1.6,1.5822,1.5822,79312
AQ,20020123,2.773,2.7906,2.7204,2.7379,17068078
ASIAN,20020123,3.975,4,3.975,3.975,54999
ASIMAR,20020123,0.5437,0.5437,0.5437,0.5437,34946
ASP,20020123,3.45,3.725,3.425,3.7,23633000
AYUD,20020123,100,101,100,101,5500
BANPU,20020123,25.25,25.5,25.25,25.25,712700
BAT-3K,20020123,24.3,24.3,24.3,24.3,12000
BAY,20020123,5.1,5.3,5.1,5.3,16753100
BBL,20020123,42.75,45.75,42.75,45.75,10065593
BCP,20020123,5.5,5.65,5.45,5.6,4692600
BEC,20020123,21.6,21.8,21.2,21.2,5770000
BFIT,20020123,6,6.15,6,6.15,278080
BIG,20020123,30.75,31.25,30.75,31,27400
BIGC,20020123,20.5,20.6,20.2,20.3,1507600
BJC,20020123,4.1,4.125,4.1,4.125,49800
BKI,20020123,79.9985,79.9985,79.9985,79.9985,900
BLAND,20020123,0.306,0.314,0.306,0.314,62379000
BROOK,20020123,0.724,0.736,0.72,0.724,432500
BUI,20020123,8.7847,8.8611,8.7847,8.8611,2618
CCET,20020123,2.975,3.1,2.975,3.075,5286000
CENTEL,20020123,1.453,1.4968,1.453,1.4968,1131300
CFRESH,20020123,7.5338,7.7338,7.5338,7.6671,89994
CHOTI,20020123,154,156,154,155,4200
CIMBT,20020123,7.4805,7.8697,7.4805,7.8697,16807988
CK,20020123,1.48,1.52,1.48,1.5,7305000
CM,20020123,4.2249,4.2703,4.2249,4.2703,686792
CNS,20020123,37.5,41,37,40.25,3257100
CPF,20020123,5.9,6,5.85,5.95,20616900
CPH,20020123,7.8,7.95,7.8,7.9,468800
CPI,20020123,2.9445,3.0219,2.9445,2.9445,89048
CPL,20020123,26.5,27,26.5,27,30200
CPN,20020123,2.629,2.6567,2.5598,2.5598,1458058
CSC,20020123,10.3,10.5,10.1,10.2,105200
CSR,20020123,26.25,26.25,26.25,26.25,100
CTW,20020123,6.8,6.85,6.8,6.8,50500
CWT,20020123,5,5.2,5,5,102600
DCC,20020123,2.38,2.43,2.38,2.41,334000
DELTA,20020123,35.5,36.75,35.5,36.75,5961700
DRACO,20020123,1.46,1.46,1.46,1.46,5000
EASTW,20020123,2.625,2.65,2.6,2.625,832000
EGCO,20020123,36.75,37,36.5,36.75,663540
ERW,20020123,1.325,1.3583,1.325,1.35,856200
ESTAR,20020123,0.4075,0.4175,0.4075,0.415,22904800
F&D,20020123,30,30,29.5,30,1800
FANCY,20020123,3.3999,3.4665,3.3999,3.4665,14400
FE,20020123,139,139,137,137,1800
FMT,20020123,37,37,37,37,1000
GEL,20020123,0.6571,0.6755,0.6571,0.6755,491813
GENCO,20020123,1.21,1.23,1.21,1.22,2444700
GFPT,20020123,2.6833,2.7632,2.6833,2.7313,11327470
GOLD,20020123,12.2,12.7,12.1,12.7,22271480
GRAMMY,20020123,9.4,9.45,9.4,9.45,477000
GYT,20020123,206,206,206,206,100
HANA,20020123,15.7,17.1,15.6,16.9,9266000
HMPRO,20020123,0.621,0.6344,0.6176,0.6243,6721419
IEC,20020123,0.091,0.095,0.091,0.095,76280000
INET,20020123,4.8,4.94,4.8,4.94,5038400
INTUCH,20020123,16.2,16.8,16.2,16.8,3141108
IRC,20020123,1.43,1.45,1.43,1.45,48000
IRPC,20020123,1.2708,1.3194,1.2708,1.3194,3512072
ITD,20020123,1.98,2.04,1.98,2.02,73935000
JAS,20020123,0.376,0.4,0.376,0.4,40121000
JUTHA,20020123,1.82,1.83,1.77,1.81,95500
KBANK,20020123,21.5,22.8,21.5,22.6,26760104
KCE,20020123,3.3382,3.5128,3.3382,3.474,5133864
KDH,20020123,5.5,5.55,5.5,5.55,7000
KGI,20020123,1.3068,1.3684,1.3068,1.3684,117356168
KKC,20020123,1.108,1.108,1.108,1.108,7364
KKP,20020123,27.5,30,27.5,29.75,8880940
KTB,20020123,9.85,10.2,9.85,10.1,11892973
KWG,20020123,2.82,2.9,2.82,2.9,1243000
KYE,20020123,59,59,59,59,100
LANNA,20020123,4.5,4.55,4.5,4.55,15000
LEE,20020123,1.8,1.8,1.7833,1.8,510000
LH,20020123,4.15,4.275,4.125,4.25,4183530
LOXLEY,20020123,0.815,0.83,0.81,0.83,12420250
LPN,20020123,0.5497,0.5626,0.5497,0.5626,75774
LRH,20020123,15.3639,16.1787,15.3639,16.1787,1073
LST,20020123,1.62,1.63,1.61,1.63,14100
LTX,20020123,33,33,33,33,12600
MAKRO,20020123,39.75,39.75,39.5,39.5,328500
MALEE,20020123,3.78,3.8,3.76,3.8,116400
MANRIN,20020123,19.7,19.8,19.5,19.8,20000
MATI,20020123,5.5,5.5,5.5,5.5,17000
MBK,20020123,26.25,26.25,25.75,26,516400
METCO,20020123,95,96,95,96,180900
MFC,20020123,5,5,5,5,35000
MINT,20020123,1.2116,1.2116,1.2026,1.2026,603200
MK,20020123,0.74,0.76,0.74,0.76,8202000
MODERN,20020123,14.2,14.3,14.2,14.3,4000
MSC,20020123,1.01,1.01,1.01,1.01,20000
NC,20020123,6.9599,6.9599,6.2737,6.2737,408
NEP,20020123,0.374,0.4,0.348,0.398,240000
NEW,20020123,5.05,5.1,5.05,5.1,9300
NKI,20020123,22.9,23.2,22.9,23.1,6100
NMG,20020123,13,13.2,13,13.2,421000
NOBLE,20020123,4.04,4.44,4.04,4.44,11360900
NPK,20020123,6.7,7.5,6.7,7.5,200
NPP,20020123,15.2,15.6,15.2,15.6,12400
NWR,20020123,1.2697,1.3082,1.2697,1.3082,8383262
OGC,20020123,38.5,39,38.5,39,13000
OHTL,20020123,192,196,192,195,6700
PAF,20020123,8.4989,8.7307,8.4989,8.5762,7122684
