<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20180309,13,13,12.96,13,5500
BMSCITH,20180309,13.83,13.84,13.72,13.84,470200
BSET100,20180309,11.25,11.26,11.14,11.22,478700
CHINA,20180309,6.36,6.38,6.36,6.38,41100
ECOMM,20180309,8.74,9.02,8.74,9.02,200
EICT,20180309,4.87,4.87,4.87,4.87,100
ENGY,20180309,6.67,6.67,6.46,6.65,42300
ENY,20180309,7.7,7.7,7.7,7.7,2000
ESET50,20180309,6.03,6.03,6.01,6.01,14000
GLD,20180309,1.78,1.78,1.77,1.78,126900
TDEX,20180309,11.41,11.41,11.3,11.36,566100
TGOLDETF,20180309,3.88,3.89,3.88,3.88,14500
TH100,20180309,5.15,5.15,5.15,5.15,100
2S,20180309,4.66,4.68,4.32,4.46,164500
A,20180309,6.7,6.7,6.7,6.7,62200
AAV,20180309,5.35,5.4,5.3,5.35,3642600
ABICO,20180309,7.85,7.9,7.75,7.75,291800
ABM,20180309,1.62,1.63,1.55,1.56,5782900
ABPIF,20180309,8.8,8.9,8.8,8.85,402500
ACAP,20180309,10.5,10.5,9.85,10.1,1275200
ACC,20180309,0.56,0.56,0.54,0.55,2959800
ADB,20180309,1.35,1.36,1.32,1.33,1546400
ADVANC,20180309,203,206,202,204,10752100
AEC,20180309,0.56,0.56,0.55,0.55,469700
AEONTS,20180309,158,159,149.5,155.5,759200
AF,20180309,0.89,0.89,0.88,0.88,817000
AFC,20180309,9.1,9.1,9.1,9.1,200
AGE,20180309,1.48,1.48,1.45,1.45,227500
AH,20180309,34.75,35.75,33.5,34.75,1669400
AHC,20180309,21.7,21.7,21.6,21.6,19300
AIMIRT,20180309,9.85,9.95,9.85,9.9,127700
AIRA,20180309,2.1,2.12,2.1,2.12,1314800
AIT,20180309,29,29.25,28.75,29.25,278800
AJ,20180309,14.1,14.1,13.8,13.9,386700
AJA,20180309,0.52,0.52,0.5,0.5,13288000
AKP,20180309,1.98,1.98,1.97,1.97,702400
AKR,20180309,0.99,0.99,0.98,0.98,951500
ALLA,20180309,1.93,1.93,1.91,1.92,111300
ALT,20180309,3.92,4,3.86,3.86,1477000
ALUCON,20180309,247,247,247,247,1000
AMA,20180309,16.5,16.5,15.8,15.8,896900
AMANAH,20180309,1.56,1.56,1.46,1.5,7204400
AMARIN,20180309,5.2,5.2,5.1,5.1,226700
AMATA,20180309,22.3,22.3,21.3,21.9,32126300
AMATAR,20180309,10.4,10.4,10.4,10.4,2400
AMATAV,20180309,7.5,7.5,7.4,7.4,102300
AMC,20180309,2.82,2.82,2.72,2.74,1111500
ANAN,20180309,4.72,4.72,4.48,4.5,29958500
AOT,20180309,68,68.25,67,67.5,42433000
AP,20180309,8.25,8.3,8.2,8.25,4590000
APCO,20180309,1.18,1.19,1.17,1.19,1054700
APCS,20180309,6.2,6.35,5.55,6.05,1811200
APEX,20180309,0.4,0.4,0.38,0.4,3536000
APURE,20180309,1.58,1.58,1.55,1.57,996400
AQ,20180309,0.04,0.04,0.03,0.03,56503300
AQUA,20180309,0.55,0.55,0.54,0.54,2714700
ARIP,20180309,0.61,0.61,0.56,0.61,210200
ARROW,20180309,12.2,12.2,11.7,11.9,130100
AS,20180309,1.64,1.64,1.58,1.58,75200
ASAP,20180309,11,11,10.6,10.8,1377300
ASEFA,20180309,5.9,5.9,5.8,5.9,173500
ASIA,20180309,73,73,71,71.75,11600
ASIAN,20180309,7.75,7.85,7.35,7.4,4107700
ASIMAR,20180309,3.12,3.16,3.12,3.16,2270700
ASK,20180309,21.5,21.6,21.4,21.4,446900
ASN,20180309,4.08,4.18,4.08,4.18,1500
ASP,20180309,4.02,4.06,4.02,4.02,5988600
ATP30,20180309,1.75,1.75,1.72,1.74,1050600
AU,20180309,12.3,12.4,12.3,12.3,1634500
AUCT,20180309,5.5,5.55,5.4,5.5,308200
AYUD,20180309,51.75,54.25,51.75,54.25,2324700
BA,20180309,15,15.1,14.7,15.1,1429500
BAFS,20180309,36.75,37.25,36.5,36.75,364900
BANPU,20180309,21.6,21.7,20.9,21.3,110263500
BAY,20180309,43.25,43.25,42,42.25,394600
BBL,20180309,210,210,208,210,2036000
BCH,20180309,16.5,16.6,16.2,16.3,4020800
BCP,20180309,39.75,39.75,39.25,39.5,3293100
BCPG,20180309,21.5,21.6,21.1,21.5,22818300
BDMS,20180309,23.2,23.2,22.8,23.1,32955600
BEAUTY,20180309,21.1,21.2,20,20.1,45465300
BEC,20180309,11.4,12.1,11.4,12.1,27973700
BEM,20180309,7.1,7.2,7.05,7.15,43829000
BFIT,20180309,41.75,42,37,37.5,2815700
BGRIM,20180309,26,26.25,24.3,25.25,57977800
BGT,20180309,1.32,1.33,1.28,1.28,689500
BH,20180309,218,218,212,215,2327100
