<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AFC,19910520,74.2296,75.9361,73.3764,73.3764,5156
AJ,19910520,6.2742,6.7602,6.2742,6.716,2423930
ALUCON,19910520,154.808,155.999,154.808,155.999,6046
ASIA,19910520,55.8225,55.8225,55.8225,55.8225,381
ASP,19910520,5.785,5.884,5.687,5.687,3326000
AYUD,19910520,301,309,301,301,29300
BANPU,19910520,18.74,18.97,18.5,18.97,64100
BAY,19910520,32.5774,32.8876,32.2671,32.8876,397949
BBL,19910520,34.707,34.707,34.5136,34.707,1736710
BFIT,19910520,125.911,125.911,122.763,122.763,29798
BH,19910520,15.198,15.198,14.8361,14.8361,7185
BIG,19910520,74.5,75.5,74.5,75.5,238500
BKI,19910520,201.272,201.272,193.221,196.799,12295
BTS,19910520,182.282,185.794,178.77,179.472,1256769
BUI,19910520,86.2645,89.5198,86.2645,87.8922,737
CEN,19910520,11.3322,12.3886,10.9481,12.1965,7884560
CENTEL,19910520,3.393,3.4405,3.3215,3.3449,636800
CNS,19910520,64.5445,64.5445,63.9683,63.9683,55525
CNT,19910520,23.1743,24.3259,23.0304,23.4622,651656
CPF,19910520,3.3439,3.3439,3.2107,3.264,484148
CSC,19910520,70.9776,70.9776,70.9776,70.9776,18131
CSR,19910520,68,68,68,68,1100
CWT,19910520,52.6879,54.6454,52.3617,53.3404,2116226
DTC,19910520,95.8202,95.8202,95.8202,95.8202,292
ERW,19910520,6.9861,7.0642,6.7129,6.7129,1412419
GEL,19910520,22.8318,22.8318,21.3744,21.8602,193500
GYT,19910520,272,272,270,272,3000
HTC,19910520,5.4659,5.7222,5.2951,5.2951,597151
ICC,19910520,364.731,369.192,355.808,369.192,1793
INSURE,19910520,65,69,65,65,29300
INTUCH,19910520,5.2019,5.2784,5.1637,5.2784,407829
JCT,19910520,51.942,51.942,51.942,51.942,7762
JUTHA,19910520,65.2723,68.2783,63.5546,65.2723,88022
KBANK,19910520,23.1005,23.4134,23.1005,23.4134,1233739
KCE,19910520,5.2111,5.2111,5.1724,5.1724,51808
KDH,19910520,36,37,35.5,36,18000
KGI,19910520,9.945,9.945,9.8339,9.8339,518337
KKC,19910520,11.5927,12.7452,11.0504,11.0504,756694
KKP,19910520,53.033,53.033,49.2747,49.6923,2529800
KTB,19910520,12.4587,12.5561,12.3614,12.4587,250680
LEE,19910520,1.9455,1.9455,1.927,1.927,566670
LH,19910520,8.0293,8.0293,7.7094,7.9014,3669972
