<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20100825,4.26,4.26,4.21,4.21,29600
TDEX,20100825,5.99,6.07,5.99,5.99,1377400
2S,20100825,3.24,3.24,3.18,3.18,349400
A,20100825,3.7,3.72,3.68,3.68,239800
ACAP,20100825,8,8,8,8,100
ACC,20100825,2.4,2.42,2.38,2.38,209000
ADAM,20100825,0.96,1.01,0.96,0.97,1371000
ADVANC,20100825,91.75,92,90.5,91,2710800
AEC,20100825,2.52,2.54,2.52,2.54,4000
AEONTS,20100825,30.5,30.5,30.5,30.5,2200
AF,20100825,15.5,16,15.5,16,10200
AGE,20100825,7.9,7.95,7.65,7.65,803000
AH,20100825,14.8,14.9,14.6,14.6,3485400
AHC,20100825,63,63,62,62.75,15000
AI,20100825,3.94,3.94,3.88,3.88,1164400
AIT,20100825,39.25,39.25,38.5,38.5,226800
AJ,20100825,8.2,8.2,8,8,1531000
AKR,20100825,1.25,1.25,1.13,1.13,42382800
AMANAH,20100825,1.09,1.1,1.07,1.08,8497600
AMARIN,20100825,11.9,12,11.9,12,169800
AMATA,20100825,12.2,13.3,12.2,12.9,26285800
AMC,20100825,2.08,2.16,2.08,2.08,2320000
AOT,20100825,39,39.5,38.75,39,3409600
AP,20100825,6.65,6.8,6.45,6.5,28303200
APURE,20100825,0.86,0.89,0.86,0.86,5997800
AQ,20100825,0.6,0.68,0.6,0.65,70242304
AS,20100825,10.6,10.6,10.4,10.6,432900
ASIA,20100825,35.5,35.5,35.5,35.5,100
ASIAN,20100825,4,4,3.92,3.94,959300
ASIMAR,20100825,0.79,0.79,0.78,0.78,366400
ASK,20100825,7.25,7.3,7.2,7.3,37100
ASP,20100825,2,2.06,2,2,46972800
AYUD,20100825,17.7,17.7,17.5,17.5,5000
BAFS,20100825,9.6,9.6,9.45,9.6,881400
BANPU,20100825,608,612,606,606,703000
BAT-3K,20100825,59,59.75,59,59.75,3800
BAY,20100825,20.4,20.6,20.2,20.3,7534600
BBL,20100825,142,143,140,141.5,5308300
BCH,20100825,5,5.05,4.96,4.98,5789600
BCP,20100825,14.6,14.7,14.5,14.5,2110800
BDMS,20100825,31.25,33,31.25,32.75,3589000
BEC,20100825,29.5,30,28.75,28.75,1477300
BFIT,20100825,4.44,4.64,4.4,4.42,544700
BGT,20100825,1.58,1.58,1.56,1.56,155000
BH,20100825,31.5,32,31.5,31.75,739900
BIGC,20100825,58,58.25,58,58,276600
BJC,20100825,17.7,17.8,17.2,17.3,3683100
BKI,20100825,230,231,229,230,8000
BKKCP,20100825,9.35,9.35,9.35,9.35,300
BLA,20100825,32,32.25,31.75,32,1917200
BLAND,20100825,0.85,0.91,0.83,0.87,1234747648
BLISS,20100825,0.06,0.07,0.06,0.06,5838900
BOL,20100825,1.34,1.34,1.31,1.31,12900
BROCK,20100825,0.75,0.8,0.75,0.75,449700
BROOK,20100825,0.69,0.7,0.69,0.7,6851300
BSBM,20100825,1.47,1.52,1.47,1.51,12879700
BSM,20100825,0.89,0.91,0.88,0.88,675300
BTC,20100825,0.46,0.48,0.45,0.45,3256600
BTS,20100825,0.86,0.91,0.86,0.87,3243242240
BUI,20100825,13.9,13.9,13.9,13.9,1000
BWG,20100825,1.45,1.48,1.44,1.44,1975100
CCET,20100825,3.68,3.8,3.66,3.76,2600500
CCP,20100825,2.92,3.02,2.88,2.92,3717000
CEN,20100825,6.75,6.75,6,6,14638500
CENTEL,20100825,5.45,5.5,5.35,5.35,2199300
CFRESH,20100825,5.35,5.35,5.2,5.2,1417800
CGD,20100825,0.71,0.74,0.71,0.71,44566700
CHOTI,20100825,169,169,169,169,200
CHUO,20100825,11.6,11.7,11.3,11.3,55200
CI,20100825,5.65,5.65,5.4,5.6,182800
CIG,20100825,1.31,1.32,1.28,1.28,2896100
CIMBT,20100825,4.34,4.34,4.02,4.1,52262800
CITY,20100825,2,2.04,1.99,2,4164900
CK,20100825,7.9,8.15,7.75,7.8,121666400
CM,20100825,4.08,4.12,4.06,4.12,753200
CMO,20100825,1.37,1.39,1.35,1.36,334900
CMR,20100825,32,32,32,32,100
CNS,20100825,30.25,31.75,30.25,31,567500
CNT,20100825,7.05,7.15,6.8,6.8,8243500
COL,20100825,6.5,6.5,6.3,6.35,2110500
CPALL,20100825,35.75,36,35.5,35.75,3107300
CPF,20100825,25.5,25.75,25,25,57418100
CPH,20100825,7.45,7.45,7,7.05,30000
CPI,20100825,4.16,4.16,4.14,4.14,13200
CPL,20100825,36.5,36.75,35.75,36.5,40200
CPN,20100825,27.75,29.5,27.5,28.5,7635400
CPNRF,20100825,10.9,10.9,10.8,10.8,4942600
CPR,20100825,2.86,2.86,2.82,2.82,24000
CRANE,20100825,1.81,1.96,1.81,1.83,5771400
CSC,20100825,28.75,29,28.75,28.75,19300
CSL,20100825,4.64,4.64,4.56,4.6,3635800
CSP,20100825,2.3,2.38,2.28,2.28,1874300
CSR,20100825,48.25,48.5,48.25,48.5,1100
CTARAF,20100825,8.6,8.65,8.6,8.65,27500
CTW,20100825,7.35,7.4,7.2,7.2,559500
CWT,20100825,7.4,7.55,7.2,7.3,530300
DCC,20100825,42.75,42.75,42.25,42.25,381500
DCON,20100825,3.36,3.38,3.26,3.26,727800
DELTA,20100825,27.75,28.5,27.75,28,1750400
DEMCO,20100825,5.15,5.2,5.05,5.05,5944600
DIMET,20100825,0.76,0.77,0.76,0.77,918900
DRACO,20100825,3.4,3.42,3.36,3.36,562200
DRT,20100825,4.56,4.66,4.46,4.58,5247500
DSGT,20100825,9.75,9.9,9.5,9.6,618200
DTAC,20100825,46,46.25,44.75,45,6522900
DTC,20100825,29.5,29.5,29.5,29.5,100
DTCI,20100825,11.5,11.5,11.5,11.5,1000
EASON,20100825,1.77,1.82,1.75,1.78,344100
EASTW,20100825,5.5,5.5,5.35,5.35,1055900
ECL,20100825,0.91,0.91,0.88,0.89,2970500
EE,20100825,1.3,1.31,1.29,1.3,1059700
EFORL,20100825,0.1,0.11,0.1,0.11,96490704
EGCO,20100825,91,92,91,91,425600
EIC,20100825,2.48,2.48,2.48,2.48,100
EMC,20100825,1.47,1.61,1.45,1.48,79861400
EPCO,20100825,1.95,1.96,1.93,1.93,4279600
ERW,20100825,2.48,2.48,2.46,2.46,787400
ESSO,20100825,6.5,6.55,6.4,6.4,6092200
ESTAR,20100825,0.65,0.78,0.65,0.73,550045376
EVER,20100825,0.71,0.73,0.7,0.7,315800
F&D,20100825,26.25,26.25,26,26,2100
FANCY,20100825,3.12,3.62,3.12,3.16,27800
FC,20100825,0.97,0.98,0.96,0.96,1218400
FER,20100825,1.33,1.35,1.32,1.32,7162800
FMT,20100825,19,19,18.3,18.7,38800
FNS,20100825,3.82,3.86,3.82,3.82,122400
FOCUS,20100825,1.72,1.72,1.69,1.69,7900
FORTH,20100825,3.36,3.4,3.32,3.36,1028600
FSS,20100825,2.52,2.56,2.48,2.5,53200
FUTUREPF,20100825,11.8,11.9,11.8,11.9,270800
GBX,20100825,1.03,1.04,1.02,1.02,5075000
GC,20100825,5.5,5.5,5.4,5.5,401800
GEL,20100825,0.38,0.4,0.38,0.38,43791300
GENCO,20100825,0.56,0.57,0.55,0.55,2784700
GFPT,20100825,9.05,9.15,8.95,8.95,3478400
GJS,20100825,0.2,0.22,0.2,0.2,513065696
GL,20100825,25,25,24.9,25,14900
GLAND,20100825,7.3,7.3,7.2,7.3,44700
GLOBAL,20100825,8.75,9.15,8.65,9.05,6003100
GLOW,20100825,44.25,44.5,43.75,43.75,1243900
GOLD,20100825,4.28,4.46,4.26,4.3,1605600
GOLDPF,20100825,8.3,8.3,8.2,8.2,29500
GRAMMY,20100825,15.2,15.3,15.1,15.1,88800
GRAND,20100825,1.5,1.5,1.48,1.48,1200
GREEN,20100825,0.98,0.98,0.93,0.94,1727700
GSTEL,20100825,0.46,0.5,0.46,0.46,608963328
GYT,20100825,436,436,430,430,300
HANA,20100825,26.25,26.5,25.75,25.75,1830800
HFT,20100825,2.54,2.56,2.54,2.56,447100
HMPRO,20100825,9.5,9.65,9.5,9.55,11565600
HTC,20100825,5,5,4.86,5,9800
HTECH,20100825,3.6,3.6,3.5,3.5,1377400
ICC,20100825,41,41,41,41,2000
IEC,20100825,0.02,0.03,0.02,0.03,148631504
IFEC,20100825,1.43,1.43,1.4,1.4,1992100
IFS,20100825,1.6,1.61,1.55,1.57,5266800
IHL,20100825,8.7,8.75,8.5,8.5,2616100
ILINK,20100825,7.05,7.1,7,7.05,189800
INET,20100825,1.58,1.58,1.52,1.52,2522700
INOX,20100825,1.53,1.57,1.52,1.56,6391300
INTUCH,20100825,27.75,27.75,27.5,27.5,184100
IRC,20100825,12.9,12.9,12.8,12.8,249600
IRCP,20100825,6.9,6.95,6.6,6.65,141700
IRPC,20100825,4,4.04,3.96,3.98,40524300
IT,20100825,8.5,8.5,8.4,8.5,232000
ITD,20100825,3.12,3.3,3.12,3.2,329394112
IVL,20100825,24.8,25.25,24.4,24.6,18237600
JAS,20100825,1.84,2.02,1.42,1.64,2147483648
JCT,20100825,58,59,57.25,57.25,6800
JMART,20100825,2.84,2.88,2.84,2.86,646000
JTS,20100825,2.28,2.36,1.98,2,47357100
JUBILE,20100825,4.98,5.1,4.94,4.94,2393900
JUTHA,20100825,5.55,5.55,5.25,5.3,754000
KAMART,20100825,0.47,0.48,0.44,0.44,6760100
KASET,20100825,6.55,6.55,6.35,6.4,1469600
KBANK,20100825,108,108.5,104.5,105.5,5622200
KC,20100825,0.99,1.01,0.98,0.98,6294200
KCAR,20100825,8,8.05,8,8.05,86000
KCE,20100825,10,10.1,9.65,9.75,11905400
KDH,20100825,39.75,39.75,39.75,39.75,1800
KGI,20100825,1.29,1.31,1.29,1.29,10607100
KIAT,20100825,23.2,23.2,21.9,22.3,413400
KKC,20100825,4.96,5.2,4.88,4.9,5331000
KKP,20100825,29.75,30.25,29.75,30,2825700
KSL,20100825,12.3,12.4,12,12,4609400
KTB,20100825,12.7,12.8,12.6,12.7,27526600
KTC,20100825,12.4,12.6,12.2,12.2,975200
KWG,20100825,2.5,2.56,2.42,2.42,1218200
KYE,20100825,217,217,215,216,33200
L&E,20100825,6.5,6.5,6.45,6.45,1500
LALIN,20100825,2.84,2.84,2.76,2.78,1130400
LANNA,20100825,18.5,18.7,18.1,18.1,1863100
LEE,20100825,3.16,3.16,3.14,3.14,1549000
LH,20100825,6.35,6.4,6.1,6.15,29693100
LHK,20100825,3.52,3.52,3.44,3.44,2897600
LOXLEY,20100825,2.96,3.12,2.82,2.92,428293088
LPN,20100825,9.5,9.6,9.3,9.3,16079000
LRH,20100825,56,57.75,56,56,10500
LST,20100825,3.66,3.68,3.58,3.58,1383500
LTX,20100825,38.5,38.5,38.5,38.5,1000
LUXF,20100825,8.5,8.5,8.4,8.4,31500
LVT,20100825,1.59,1.67,1.59,1.6,6858300
M-CHAI,20100825,34,34,34,34,1000
MACO,20100825,3.6,3.8,3.6,3.7,497800
MAJOR,20100825,13.5,14.1,13.1,13.4,12671200
MAKRO,20100825,125,126,124,124,56900
MATCH,20100825,2.28,2.38,2.28,2.34,173200
MATI,20100825,6.95,6.95,6.85,6.85,35300
MAX,20100825,0.23,0.23,0.21,0.21,3792600
MBAX,20100825,1.76,1.76,1.73,1.73,438500
MBK,20100825,91,91.25,90,90.25,61100
MBKET,20100825,13.1,13.2,12.9,12.9,867000
MCOT,20100825,26,26.25,26,26,701200
MCS,20100825,8.95,8.95,8.75,8.75,4133600
MDX,20100825,1.41,1.46,1.41,1.42,4937600
METCO,20100825,196,197,195.5,196,3700
MFC,20100825,13.4,13.5,13.1,13.1,75100
MFEC,20100825,4.26,4.3,4.26,4.26,68100
MIDA,20100825,0.78,0.81,0.78,0.78,4317400
MILL,20100825,2.7,2.72,2.66,2.68,14632300
MINT,20100825,11.2,11.5,11.1,11.1,7225300
MJD,20100825,3.18,3.18,3.14,3.14,359100
MJLF,20100825,9.95,9.95,9.85,9.9,132800
MK,20100825,3.12,3.16,3.12,3.12,4966000
ML,20100825,1.11,1.11,1.03,1.04,42983200
MNIT,20100825,8.3,8.35,8.25,8.3,329300
MNRF,20100825,9.85,9.85,9.85,9.85,10300
MODERN,20100825,45.5,46.5,45.25,45.75,530200
MONTRI,20100825,10.3,10.3,10.3,10.3,10000
MOONG,20100825,3.28,3.3,3.18,3.28,669900
MPIC,20100825,1.21,1.24,1.21,1.24,2012700
MTI,20100825,63,63,62.75,62.75,900
NBC,20100825,6.65,6.7,6.5,6.55,1367000
NC,20100825,19.6,19.6,19.5,19.5,1200
NCH,20100825,2.04,2.1,2.02,2.02,1759700
NEP,20100825,0.38,0.39,0.36,0.36,5898800
NEWS,20100825,0.18,0.19,0.18,0.18,8324600
NKI,20100825,65,65,65,65,200
NMG,20100825,9.1,9.25,8.7,8.9,426300
